up_new,Descrizione,G1a,G1b,G2a,G2b,G3a,G3b,G4a,G4b,G5a,G5b,G6a,G6b,G7a,G7b,G8a,G8b,G9a,G9b,G10a,G10b,G11a,G11b,G12a,G12b,G13a,G13b,G14a,G14b,G15a,G15b,G16a,G16b,G17a,G17b,G18a,G18b,G19a,G19b,G20a,G20b,G21a,G21b,G22a,G22b,G23a,G23b,G24a,G24b,G25a,G25b,G26a,G26b,G27a,G27b,G28a,G28b,G29a,G29b,G30a,G30b,G31a,G31b,G32a,G32b,G33a,G33b,G34a,G34b,G35a,G35b,G36a,G36b,G37a,G37b,G38a,G38b,G39a,G39b,G40a,G40b,G41a,G41b
7.3.2.5.0,Conduttori di macchinari per la produzione e la raffinazione dello zucchero,44.0476190476,40.8163265306,27.380952381,29.2517006803,67.8571428571,52.380952381,59.5238095238,47.619047619,22.619047619,19.0476190476,20.2380952381,14.2857142857,16.6666666667,10.2040816327,19.0476190476,20.4081632653,26.1904761905,26.5306122449,41.6666666667,40.1360544218,7.1428571429,8.843537415,20.2380952381,22.4489795918,4.7619047619,5.4421768707,25,19.0476190476,38.0952380952,31.9727891156,34.5238095238,25.8503401361,61.9047619048,53.7414965986,59.5238095238,48.9795918367,47.619047619,41.4965986395,28.5714285714,23.1292517007,4.7619047619,6.8027210884,58.3333333333,49.6598639456,2.380952381,2.721047619,22.619047619,20.4081632653,27.380952381,25.1700680272,51.1904761905,46.9387755102,16.6666666667,15.6462585034,52.380952381,45.5782312925,15.4761904762,12.925170068,1.1904761905,1.3605238095,0,0,0,0,17.8571428571,11.5646258503,9.5238095238,8.843537415,11.9047619048,13.6054421769,5.9523809524,5.4421564626,28.5714285714,25.1700680272,21.4285714286,25.8503401361,2.380952381,2.7210884354,0,0,2.380952381,2.7210884354
7.3.2.6.1,"Conduttori di macchinari per la preparazione e la produzione del the, del caffè e del cacao",51.1363636364,51.2987012987,43.1818181818,48.0519480519,56.8181818182,57.1428571429,55.6818181818,48.7012987013,54.5454545455,45.4545454545,55.6818181818,48.7012987013,50,47.4025974026,38.6363636364,43.5064935065,31.8181818182,35.0649350649,51.1363636364,50.6493506494,28.4090909091,33.1168831169,40.9090909091,47.4025974026,35.2272727273,33.1168831169,47.7272727273,46.7532467532,54.5454545455,53.2467532468,21.5909090909,30.5194805195,51.1363636364,55.8441558442,61.3636363636,56.4935064935,26.1363636364,26.6233766234,25,23.3766233766,18.1818181818,22.0779220779,35.2272727273,39.6103896104,12.5,14.9350649351,35.2272727273,33.7662337662,36.3636363636,35.7142857143,46.5909090909,40.9090909091,50,46.1038961039,59.0909090909,59.0909090909,23.8636363636,25.3246753247,56.8181818182,55.1948051948,39.7727272727,39.6103896104,42.0454545455,40.9090909091,35.2272727273,37.6623376623,21.5909090909,24.025974026,28.4090909091,29.2207792208,34.0909090909,29.2207792208,28.4090909091,27.9220779221,25,25.974025974,27.2727272727,32.4675324675,20.4545454545,24.6753246753,45.4545454545,49.3506493506
7.3.2.6.2,Conduttori di macchinari per la preparazione e la produzione della cioccolata,44.4444444444,42.0634920635,25,27.7777777778,47.2222222222,46.8253968254,48.6111111111,46.8253968254,44.4444444444,40.4761904762,38.8888888889,34.9206349206,43.0555555556,42.8571428571,25,26.1904761905,15.2777777778,18.253968254,43.0555555556,43.6507936508,56.9444444444,50,51.3888888889,54.7619047619,38.8888888889,38.0952380952,52.7777777778,49.2063492063,52.7777777778,53.9682539683,30.5555555556,26.9841269841,48.6111111111,52.380952381,50,50,20.8333333333,20.6349206349,11.1111111111,12.6984126984,15.2777777778,17.4603174603,22.2222222222,22.2222222222,5.5555555556,5.555531746,27.7777777778,27.7777777778,30.5555555556,27.7777777778,36.1111111111,33.3333333333,43.0555555556,42.0634920635,68.0555555556,64.2857142857,18.0555555556,20.6349206349,40.2777777778,39.6825396825,30.5555555556,30.9523809524,38.8888888889,37.3015873016,43.0555555556,41.2698412698,29.1666666667,28.5714285714,33.3333333333,34.126984127,34.7222222222,29.3650793651,37.5,37.3015873016,27.7777777778,26.9841269841,20.8333333333,18.253968254,20.8333333333,24.6031746032,29.1666666667,34.126984127
7.3.2.7.0,Conduttori di macchinari per la lavorazione dei prodotti del tabacco,45,49.5238095238,33.3333333333,39.0476190476,36.6666666667,46.6666666667,55,57.1428571429,28.3333333333,34.2857142857,25,33.3333333333,31.6666666667,40,30,41.9047619048,28.3333333333,33.3333333333,40,41.9047619048,21.6666666667,24.7619047619,35,34.2857142857,16.6666666667,20.9523809524,23.3333333333,27.619047619,26.6666666667,29.5238095238,35,35.2380952381,45,45.7142857143,45,52.380952381,30,33.3333333333,45,52.380952381,18.3333333333,22.8571428571,53.3333333333,49.5238095238,13.3333333333,15.2380952381,28.3333333333,24.7619047619,21.6666666667,23.8095238095,51.6666666667,58.0952380952,16.6666666667,22.8571428571,38.3333333333,40.9523809524,13.3333333333,12.380952381,10,10.4761904762,16.6666666667,18.0952380952,0,0,16.6666666667,19.0476190476,13.3333333333,13.3333333333,11.6666666667,10.4761904762,6.6666666667,10.4761619048,6.6666666667,8.5714,11.6666666667,11.4285714286,3.3333333333,3.8095238095,0,0,3.3333333333,3.8095238095
7.3.2.8.1,Addetti a macchinari industriali per la vinificazione,48.8095238095,54.4217687075,39.2857142857,38.0952380952,63.0952380952,53.7414965986,67.8571428571,59.8639455782,41.6666666667,34.693877551,45.2380952381,44.2176870748,50,40.8163265306,36.9047619048,37.4149659864,22.619047619,22.4489795918,44.0476190476,38.0952380952,32.1428571429,29.2517006803,52.380952381,48.2993197279,30.9523809524,31.9727891156,46.4285714286,42.1768707483,51.1904761905,47.619047619,27.380952381,23.8095238095,45.2380952381,51.7006802721,58.3333333333,56.462585034,29.7619047619,29.9319727891,47.619047619,40.1360544218,19.0476190476,21.768707483,44.0476190476,47.619047619,23.8095238095,23.8095238095,39.2857142857,38.0952380952,40.4761904762,38.7755102041,53.5714285714,51.7006802721,39.2857142857,38.7755102041,46.4285714286,46.2585034014,8.3333333333,10.2040816327,20.2380952381,21.0884353741,25,30.612244898,23.8095238095,24.4897959184,38.0952380952,40.8163265306,30.9523809524,31.2925170068,20.2380952381,21.0884353741,23.8095238095,25.1700680272,32.1428571429,34.693877551,23.8095238095,27.8911564626,15.4761904762,17.6870748299,10.7142857143,14.2857142857,30.9523809524,28.5714285714
7.3.2.8.2,Addetti a macchinari industriali per la produzione di birra,53.125,47.3214285714,28.125,34.8214285714,62.5,55.3571428571,73.4375,58.9285714286,50,36.6071428571,39.0625,33.9285714286,54.6875,44.6428571429,45.3125,43.75,20.3125,21.4285714286,50,42.8571428571,28.125,24.1071428571,45.3125,45.5357142857,28.125,27.6785714286,42.1875,38.3928571429,48.4375,41.9642857143,26.5625,27.6785714286,42.1875,50,57.8125,58.9285714286,43.75,33.9285714286,35.9375,33.0357142857,20.3125,18.75,37.5,38.3928571429,15.625,16.0714285714,48.4375,40.1785714286,29.6875,32.1428571429,46.875,38.3928571429,31.25,30.3571428571,40.625,38.3928571429,15.625,16.9642857143,17.1875,18.75,17.1875,16.9642857143,15.625,17.8571428571,26.5625,25,29.6875,25.8928571429,15.625,16.9642857143,18.75,18.75,28.125,28.5714285714,15.625,17.8571428571,23.4375,22.3214285714,6.25,8.0356875,23.4375,23.2142857143
7.3.2.8.3,"Addetti a macchinari industriali per la produzione di liquori, di distillati e di bevande alcoliche",41.25,37.1428571429,36.25,35,52.5,45,52.5,37.1428571429,27.5,25.7142857143,26.25,21.4285714286,30,23.5714285714,25,23.5714285714,21.25,20,45,40.7142857143,27.5,22.8571428571,27.5,26.4285714286,17.5,14.2857142857,25,19.2857142857,37.5,31.4285714286,15,10.7142857143,52.5,51.4285714286,66.25,56.4285714286,20,14.2857142857,40,32.1428571429,6.25,7.8571428571,36.25,30.7142857143,13.75,12.1428571429,25,22.8571428571,31.25,30.7142857143,56.25,42.8571428571,22.5,16.4285714286,35,32.8571428571,10,10.7142857143,17.5,12.1428571429,18.75,14.2857142857,3.75,4.2856714286,28.75,25.7142857143,11.25,10.7142857143,18.75,16.4285714286,17.5,15.7142857143,23.75,23.5714285714,15,14.2857142857,2.5,2.8571214286,12.5,10,21.25,17.1428571429
7.3.2.8.4,Addetti a macchinari industriali per la produzione di bevande analcoliche e gassate,41.25,40,33.75,30.7142857143,42.5,45.7142857143,56.25,50.7142857143,32.5,23.5714285714,41.25,40,42.5,39.2857142857,31.25,28.5714285714,28.75,30.7142857143,51.25,42.8571428571,22.5,22.1428571429,37.5,36.4285714286,17.5,17.8571428571,26.25,25.7142857143,40,37.8571428571,20,24.2857142857,35,42.1428571429,52.5,50,33.75,32.8571428571,40,37.1428571429,7.5,9.2856928571,36.25,36.4285714286,20,22.8571428571,36.25,34.2857142857,33.75,29.2857142857,41.25,39.2857142857,22.5,20,50,45.7142857143,12.5,12.1428571429,3.75,3.5714285714,11.25,10,2.5,2.1428571429,22.5,22.1428571429,27.5,28.5714285714,26.25,26.4285714286,18.75,20,23.75,22.8571428571,18.75,20,6.25,5,2.5,1.4285714286,6.25,6.42855
7.3.2.9.0,Conduttori di macchinari per la produzione di pasticceria e prodotti da forno,28.75,25,27.5,30,51.25,42.1428571429,57.5,50.7142857143,47.5,39.2857142857,41.25,33.5714285714,47.5,37.8571428571,22.5,17.1428571429,20,18.5714285714,50,43.5714285714,36.25,35,41.25,33.5714285714,22.5,19.2857142857,50,41.4285714286,47.5,43.5714285714,27.5,25,58.75,53.5714285714,60,55.7142857143,13.75,12.1428571429,15,12.1428571429,11.25,12.1428571429,20,20.7142857143,3.75,4.9999571429,21.25,20.7142857143,23.75,22.8571428571,57.5,46.4285714286,21.25,18.5714285714,55,50,8.75,10.7142857143,16.25,12.8571428571,20,20,3.75,6.42855,43.75,37.1428571429,37.5,34.2857142857,31.25,30,41.25,37.1428571429,32.5,32.1428571429,33.75,32.1428571429,3.75,6.4285714286,17.5,15.7142857143,22.5,22.1428571429
7.4.1.1.0,Conduttori di convogli ferroviari,57.5,50,53.75,49.2857142857,68.75,62.8571428571,63.75,50,13.75,11.4285714286,17.5,20,53.75,44.2857142857,48.75,46.4285714286,40,37.8571428571,60,53.5714285714,5,5.7142642857,77.5,69.2857142857,15,15,18.75,16.4285714286,25,23.5714285714,8.75,10,38.75,43.5714285714,47.5,42.8571428571,31.25,32.1428571429,91.25,77.1427142857,25,22.1428571429,20,25,13.75,14.2857142857,52.5,49.2857142857,65,52.1428571429,73.75,60.7142857143,6.25,7.1428357143,33.75,36.4285714286,5,5.7142857143,0,0,7.5,7.8571214286,3.75,4.2856928571,15,13.5714285714,11.25,9.2857142857,15,13.5714285714,6.25,6.4285714286,17.5,17.8571428571,16.25,16.4285714286,8.75,8.5714285714,0,0,0,0
7.4.1.2.0,"Operatori di verifica, circolazione e formazione treni",47.619047619,41.4965986395,32.1428571429,31.2925170068,50,43.537414966,61.9047619048,51.0204081633,27.380952381,27.2108843537,32.1428571429,28.5714285714,44.0476190476,39.4557823129,27.380952381,29.2517006803,29.7619047619,25.8503401361,51.1904761905,44.8979591837,22.619047619,19.0476190476,69.0476190476,58.5034013605,20.2380952381,21.0884353741,19.0476190476,21.0884353741,33.3333333333,31.9727891156,23.8095238095,23.1292517007,33.3333333333,30.612244898,29.7619047619,30.612244898,39.2857142857,37.4149659864,35.7142857143,27.8911564626,23.8095238095,23.1292517007,35.7142857143,33.3333333333,17.8571428571,19.7278911565,44.0476190476,37.4149659864,40.4761904762,37.4149659864,66.6666666667,54.4217687075,11.9047619048,11.5646258503,45.2380952381,45.5782312925,11.9047619048,11.5646258503,0,0,19.0476190476,17.6870748299,0,0,28.5714285714,28.5714285714,23.8095238095,22.4489795918,15.4761904762,17.6870748299,20.2380952381,19.7278911565,26.1904761905,23.1292517007,27.380952381,23.1292517007,9.5238095238,10.8843537415,0,0,4.7619047619,5.4421768707
7.4.1.3.0,Manovratori di impianti a fune,46.25,44.2857142857,21.25,25,55,57.8571428571,65,59.2857142857,23.75,25.7142857143,28.75,30,37.5,38.5714285714,32.5,34.2857142857,18.75,23.5714285714,56.25,51.4285714286,23.75,25,61.25,60.7142857143,23.75,25.7142857143,36.25,38.5714285714,35,35.7142857143,31.25,31.4285714286,52.5,55.7142857143,76.25,71.4285714286,57.5,54.2857142857,88.75,72.1428571429,27.5,29.2857142857,61.25,61.4285714286,57.5,53.5714285714,48.75,48.5714285714,51.25,43.5714285714,65,55.7142857143,45,40,53.75,59.2857142857,37.5,40,2.5,2.8571,27.5,27.8571428571,27.5,27.8571428571,41.25,42.1428571429,30,30.7142857143,28.75,26.4285714286,31.25,33.5714285714,28.75,29.2857142857,27.5,30,16.25,12.1428571429,1.25,0.7142857143,5,5.7142857143
7.4.2.1.0,"Autisti di taxi, conduttori di automobili, furgoni e altri veicoli",55.2631578947,47.3684210526,38.1578947368,35.3383458647,39.4736842105,40.6015037594,43.4210526316,38.3458646617,44.7368421053,36.0902255639,38.1578947368,36.0902255639,25,24.0601503759,32.8947368421,32.3308270677,25,24.0601503759,52.6315789474,44.3609022556,31.5789473684,32.3308270677,42.1052631579,43.6090225564,35.5263157895,33.8345864662,43.4210526316,40.6015037594,44.7368421053,41.3533834586,19.7368421053,19.5488721805,28.9473684211,26.3157894737,3.9473684211,6.7669172932,27.6315789474,24.8120300752,75,36.8421052632,6.5789473684,7.5187969925,30.2631578947,30.0751879699,15.7894736842,13.5338345865,35.5263157895,30.0751879699,34.2105263158,31.5789473684,53.9473684211,41.3533834586,59.2105263158,48.1203007519,67.1052631579,54.1353383459,40.7894736842,42.8571428571,14.4736842105,14.2857142857,44.7368421053,39.8496240602,63.1578947368,46.6165413534,32.8947368421,31.5789473684,34.2105263158,30.0751879699,26.3157894737,30.8270676692,19.7368421053,19.5488721805,23.6842105263,30.8270676692,30.2631578947,27.0676691729,28.9473684211,29.3233082707,17.1052631579,16.5413533835,39.4736842105,34.5864661654
7.4.2.2.0,"Conduttori di autobus, di tram e di filobus",52.380952381,43.537414966,38.0952380952,33.3333333333,38.0952380952,35.3741496599,39.2857142857,25.8503401361,23.8095238095,13.6054421769,28.5714285714,27.2108843537,27.380952381,19.0476190476,22.619047619,17.6870748299,14.2857142857,11.5646258503,40.4761904762,33.3333333333,3.5714285714,3.4013605442,40.4761904762,38.7755102041,7.1428571429,7.4829727891,2.380952381,3.4013605442,11.9047619048,14.2857142857,17.8571428571,13.6054421769,23.8095238095,24.4897959184,11.9047619048,11.5646258503,8.3333333333,8.1632653061,85.7142857143,61.9046258503,9.5238095238,10.2040816327,5.9523809524,6.8027210884,1.1904761905,1.3605442177,17.8571428571,16.3265306122,20.2380952381,13.6054421769,60.7142857143,51.0204081633,48.8095238095,40.1360544218,41.6666666667,40.1360544218,34.5238095238,31.2925170068,2.380952381,1.3605442177,42.8571428571,31.2925170068,44.0476190476,33.3333333333,10.7142857143,5.4421768707,4.7619047619,3.4013401361,4.7619047619,5.4421768707,2.380952381,3.4013605442,13.0952380952,12.925170068,5.9523809524,5.4421564626,3.5714285714,2.7210884354,0,0,0,0
7.4.2.3.0,Conduttori di mezzi pesanti e camion,35.8333333333,36.6666666667,30.8333333333,29.5238095238,42.5,40,57.5,48.5714285714,30.8333333333,29.5238095238,33.3333333333,35.2380952381,30.8333333333,27.1428571429,17.5,20.9523809524,4.1666666667,5.2380952381,47.5,42.380952381,15,14.7619047619,20.8333333333,23.3333333333,11.6666666667,14.2857142857,34.1666666667,38.0952380952,35.8333333333,39.5238095238,34.1666666667,37.1428571429,39.1666666667,42.380952381,20.8333333333,22.8571428571,11.6666666667,11.9047619048,75.8333333333,58.0952380952,10,12.380952381,40,40.4761904762,0,0,16.6666666667,20,22.5,21.9047619048,55,49.5238095238,51.6666666667,46.1904761905,46.6666666667,45.2380952381,11.6666666667,13.8095238095,0.8333333333,0.9523666667,18.3333333333,20.9523809524,10,12.380952381,12.5,15.7142857143,8.3333333333,9.0476190476,8.3333333333,9.5238095238,10.8333333333,10.9523809524,13.3333333333,11.9047619048,16.6666666667,14.7619047619,4.1666666667,4.7619047619,5,6.1904761905,13.3333333333,13.3333333333
7.4.2.4.0,Conduttori di veicoli a trazione animale,1.5625,2.6785714286,39.0625,30.3571428571,6.25,4.4642857143,10.9375,8.0357142857,10.9375,5.3571428571,42.1875,29.4642857143,12.5,3.5714285714,0,0,0,0,43.75,29.4642857143,34.375,25,1.5625,0.8928571429,3.125,2.6785714286,25,21.4285714286,20.3125,16.0714285714,64.0625,38.3928571429,75,46.4285714286,0,0,0,0,87.5,34.82125,0,0,64.0625,36.6071428571,0,0,0,0,9.375,5.3571428571,48.4375,32.1428571429,89.0625,52.6785714286,96.875,58.9285714286,43.75,35.7142857143,57.8125,39.2857142857,45.3125,33.0357142857,96.875,63.3928571429,3.125,2.6785714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,2.6785714286
7.4.3.1.0,Conduttori di trattori agricoli,39.4736842105,39.0977443609,32.8947368421,31.5789473684,42.1052631579,36.0902255639,69.7368421053,46.6165413534,47.3684210526,35.3383458647,42.1052631579,37.5939849624,32.8947368421,27.8195488722,23.6842105263,27.8195488722,23.6842105263,23.3082706767,50,41.3533834586,14.4736842105,18.045112782,39.4736842105,38.3458646617,30.2631578947,34.5864661654,42.1052631579,36.0902255639,51.3157894737,47.3684210526,48.6842105263,45.1127819549,48.6842105263,45.8646616541,53.9473684211,51.8796992481,2.6315789474,3.7593984962,78.9473684211,57.1428571429,10.5263157895,11.2781954887,67.1052631579,54.8872180451,2.6315789474,3.007518797,18.4210526316,17.2932330827,30.2631578947,28.5714285714,36.8421052632,34.5864661654,25,20.3007518797,46.0526315789,42.8571428571,18.4210526316,18.7969924812,7.8947368421,6.015037594,14.4736842105,13.5338345865,5.2631578947,5.2631578947,15.7894736842,13.5338345865,13.1578947368,13.5338345865,11.8421052632,12.030075188,13.1578947368,13.5338345865,19.7368421053,22.5563909774,19.7368421053,22.5563909774,7.8947368421,8.2706766917,3.9473684211,5.2631578947,25,21.0526315789
7.4.3.2.1,"Conduttori di macchine raccoglitrici, trinciatrici e pressatrici agricole",35.9375,36.6071428571,31.25,35.7142857143,42.1875,43.75,59.375,57.1428571429,43.75,41.9642857143,37.5,38.3928571429,35.9375,32.1428571429,29.6875,28.5714285714,23.4375,24.1071428571,37.5,40.1785714286,29.6875,30.3571428571,43.75,41.0714285714,28.125,27.6785714286,40.625,39.2857142857,51.5625,48.2142857143,31.25,35.7142857143,57.8125,58.0357142857,57.8125,58.0357142857,10.9375,11.6071428571,71.875,66.9642857143,14.0625,13.3928571429,54.6875,58.9285714286,20.3125,23.2142857143,28.125,26.7857142857,31.25,38.3928571429,43.75,50,37.5,39.2857142857,43.75,43.75,15.625,16.0714285714,17.1875,19.6428571429,23.4375,28.5714285714,20.3125,20.5357142857,28.125,35.7142857143,25,28.5714285714,20.3125,19.6428571429,26.5625,28.5714285714,18.75,17.8571428571,18.75,16.9642857143,7.8125,8.9285714286,7.8125,5.3571428571,14.0625,16.9642857143
7.4.3.2.2,Conduttori di mietitrebbiatrici,57.1428571429,46.2585034014,52.380952381,44.2176870748,54.7619047619,49.6598639456,61.9047619048,50.3401360544,48.8095238095,40.8163265306,44.0476190476,36.0544217687,42.8571428571,36.7346938776,35.7142857143,33.3333333333,33.3333333333,29.2517006803,59.5238095238,47.619047619,38.0952380952,34.0136054422,52.380952381,48.2993197279,47.619047619,40.8163265306,46.4285714286,38.7755102041,46.4285714286,42.1768707483,38.0952380952,38.0952380952,52.380952381,48.2993197279,52.380952381,46.2585034014,20.2380952381,19.0476190476,83.3333333333,61.2244897959,34.5238095238,28.5714285714,75,63.2653061224,38.0952380952,29.9319727891,35.7142857143,36.7346938776,41.6666666667,35.3741496599,55.9523809524,46.9387755102,44.0476190476,42.1768707483,51.1904761905,48.2993197279,38.0952380952,34.693877551,32.1428571429,28.5714285714,36.9047619048,33.3333333333,28.5714285714,25.1700680272,38.0952380952,30.612244898,35.7142857143,31.9727891156,38.0952380952,29.9319727891,33.3333333333,27.8911564626,39.2857142857,31.9727891156,36.9047619048,35.3741496599,25,21.0884353741,22.619047619,18.3673469388,34.5238095238,27.8911564626
7.4.3.2.3,"Conduttori di macchine per la raccolta di prodotti agricoli (barbabietole, patate, frutta, uva e ortive)",44.2307692308,38.4615384615,40.3846153846,36.2637362637,42.3076923077,35.1648351648,50,47.2527472527,48.0769230769,45.0549450549,57.6923076923,48.3516483516,50,45.0549450549,25,30.7692307692,21.1538461538,23.0769230769,48.0769230769,37.3626373626,19.2307692308,21.978021978,40.3846153846,38.4615384615,32.6923076923,31.8681318681,36.5384615385,35.1648351648,48.0769230769,43.956043956,53.8461538462,45.0549450549,57.6923076923,52.7472527473,46.1538461538,50.5494505495,19.2307692308,18.6813186813,61.5384615385,47.2527472527,7.6923076923,9.8901098901,46.1538461538,39.5604395604,9.6153846154,10.989010989,26.9230769231,31.8681318681,32.6923076923,31.8681318681,44.2307692308,38.4615384615,40.3846153846,37.3626373626,48.0769230769,43.956043956,21.1538461538,21.978021978,42.3076923077,36.2637362637,28.8461538462,30.7692307692,21.1538461538,26.3736263736,48.0769230769,42.8571428571,46.1538461538,39.5604395604,25,20.8791208791,36.5384615385,29.6703296703,34.6153846154,28.5714285714,23.0769230769,23.0769230769,30.7692307692,28.5714285714,28.8461538462,29.6703296703,40.3846153846,36.2637362637
7.4.3.3.0,Conduttori di macchine forestali,59.0909090909,54.5454545455,54.5454545455,54.5454545455,56.8181818182,54.5454545455,70.4545454545,54.5454545455,59.0909090909,48.0519480519,59.0909090909,54.5454545455,56.8181818182,49.3506493506,43.1818181818,33.7662337662,34.0909090909,29.8701298701,72.7272727273,46.7532467532,40.9090909091,38.961038961,52.2727272727,54.5454545455,43.1818181818,40.2597402597,59.0909090909,49.3506493506,56.8181818182,48.0519480519,47.7272727273,49.3506493506,54.5454545455,57.1428571429,68.1818181818,66.2337662338,27.2727272727,19.4805194805,81.8181818182,62.3376623377,29.5454545455,22.0779220779,65.9090909091,59.7402597403,25,29.8701298701,38.6363636364,32.4675324675,47.7272727273,41.5584415584,63.6363636364,55.8441558442,52.2727272727,48.0519480519,50,44.1558441558,34.0909090909,32.4675324675,25,24.6753246753,47.7272727273,45.4545454545,36.3636363636,35.0649350649,52.2727272727,50.6493506494,45.4545454545,45.4545454545,43.1818181818,36.3636363636,36.3636363636,36.3636363636,47.7272727273,44.1558441558,43.1818181818,38.961038961,25,16.8831168831,20.4545454545,16.8831168831,50,35.0649350649
7.4.4.1.0,Conduttori di macchinari per il movimento terra,38.7931034483,27.5862068966,28.4482758621,25.6157635468,53.4482758621,41.3793103448,56.8965517241,42.8571428571,38.7931034483,34.4827586207,30.1724137931,29.5566502463,25.8620689655,25.1231527094,17.2413793103,17.2413793103,15.5172413793,15.763546798,44.8275862069,32.5123152709,16.3793103448,14.7783251232,40.5172413793,39.9014778325,17.2413793103,14.2857142857,35.3448275862,30.0492610837,43.1034482759,39.4088669951,23.275862069,24.1379310345,38.7931034483,43.3497536946,49.1379310345,50.2463054187,9.4827586207,8.8669950739,87.0689655172,62.5613793103,5.1724137931,4.9261083744,49.1379310345,43.842364532,5.1724137931,7.3891625616,11.2068965517,10.3448275862,22.4137931034,16.7487684729,47.4137931034,38.4236453202,42.2413793103,37.9310344828,45.6896551724,47.2906403941,12.9310344828,14.7783251232,6.0344827586,6.40391133,24.1379310345,23.1527093596,5.1724137931,5.9113152709,38.7931034483,36.4532019704,26.724137931,25.1231527094,15.5172413793,15.2709359606,25.8620689655,22.1674876847,29.3103448276,29.5566502463,18.9655172414,20.197044335,10.3448275862,8.8669950739,6.0344827586,5.9113152709,24.1379310345,22.6600985222
7.4.4.2.1,Conduttori di macchinari mobili per la perforazione in edilizia,42.5,32.1428571429,28.75,22.8571428571,47.5,36.4285714286,48.75,35,25,19.2857142857,28.75,22.8571428571,32.5,24.2857142857,23.75,18.5714285714,17.5,15.7142857143,36.25,25,13.75,15,42.5,34.2857142857,7.5,7.8571428571,15,15,31.25,29.2857142857,38.75,37.8571428571,67.5,65.7142857143,53.75,56.4285714286,2.5,2.1428571429,67.5,52.8571428571,7.5,7.1428571429,33.75,27.8571428571,0,0,11.25,10,25,20.7142857143,56.25,49.2857142857,18.75,15.7142857143,40,39.2857142857,5,6.42855,6.25,6.4285714286,11.25,11.4285714286,1.25,2.1428571429,22.5,21.4285714286,17.5,17.8571428571,7.5,8.5714071429,10,9.2857142857,16.25,17.8571428571,12.5,14.2857142857,6.25,6.4285714286,5,4.2857142857,15,12.8571428571
7.4.4.2.2,Conduttori di macchinari mobili per la perforazione di gallerie,39.2857142857,34.693877551,14.2857142857,12.2448979592,25,20.4081632653,57.1428571429,51.0204081633,7.1428571429,8.1632653061,17.8571428571,14.2857142857,28.5714285714,22.4489795918,14.2857142857,16.3265306122,7.1428571429,4.0816326531,17.8571428571,14.2857142857,14.2857142857,12.2448979592,42.8571428571,36.7346938776,7.1428571429,10.2040816327,17.8571428571,16.3265306122,17.8571428571,16.3265306122,32.1428571429,32.6530612245,35.7142857143,42.8571428571,50,67.3469387755,7.1428571429,8.1632653061,60.7142857143,55.1020408163,0,0,50,51.0204081633,0,0,21.4285714286,18.3673469388,7.1428571429,8.1632653061,50,44.8979591837,10.7142857143,10.2040816327,32.1428571429,40.8163265306,21.4285714286,20.4081632653,0,0,7.1428571429,8.1632653061,0,0,17.8571428571,24.4897959184,25,22.4489795918,0,0,17.8571428571,16.3265306122,14.2857142857,18.3673469388,7.1428571429,14.2857142857,0,0,0,0,0,0
7.4.4.3.0,Conduttori di gru e di apparecchi di sollevamento,40.4761904762,27.2108843537,36.9047619048,28.5714285714,42.8571428571,39.4557823129,58.3333333333,46.2585034014,35.7142857143,27.2108843537,28.5714285714,23.8095238095,40.4761904762,26.5306122449,25,21.768707483,15.4761904762,17.0068027211,26.1904761905,21.0884353741,13.0952380952,12.925170068,33.3333333333,28.5714285714,7.1428571429,7.4829727891,26.1904761905,19.0476190476,29.7619047619,27.8911564626,30.9523809524,31.2925170068,64.2857142857,63.2653061224,55.9523809524,61.9047619048,2.380952381,3.4013605442,83.3333333333,59.8639455782,8.3333333333,8.843537415,25,25.1700680272,7.1428571429,9.5238095238,5.9523809524,6.1224489796,17.8571428571,11.5646258503,65.4761904762,51.0204081633,16.6666666667,16.3265306122,46.4285714286,42.1768707483,14.2857142857,14.2857142857,0,0,10.7142857143,10.2040816327,0,0,22.619047619,21.768707483,15.4761904762,16.3265306122,20.2380952381,17.6870748299,5.9523809524,5.4421564626,15.4761904762,14.9659863946,10.7142857143,10.2040816327,1.1904761905,2.7210884354,1.1904761905,2.0408163265,1.1904761905,1.3605442177
7.4.4.4.0,Conduttori di carrelli elevatori,45.2380952381,34.693877551,28.5714285714,25.1700680272,33.3333333333,28.5714285714,39.2857142857,26.5306122449,28.5714285714,21.768707483,30.9523809524,25.8503401361,30.9523809524,23.8095238095,16.6666666667,17.0068027211,5.9523809524,6.8027210884,33.3333333333,27.8911564626,10.7142857143,8.843537415,35.7142857143,28.5714285714,5.9523809524,7.4829931973,22.619047619,20.4081632653,34.5238095238,30.612244898,35.7142857143,31.9727891156,52.380952381,51.7006802721,32.1428571429,31.9727891156,15.4761904762,14.9659863946,88.0952380952,56.462585034,1.1904761905,1.3605442177,16.6666666667,19.0476190476,1.1904761905,1.3605442177,23.8095238095,21.768707483,25,22.4489795918,57.1428571429,48.2993197279,22.619047619,21.768707483,45.2380952381,44.8979591837,13.0952380952,12.2448979592,0,0,14.2857142857,16.3265306122,5.9523809524,6.1224489796,34.5238095238,29.2517006803,20.2380952381,17.6870748299,19.0476190476,17.0068027211,14.2857142857,14.2857142857,23.8095238095,23.1292517007,13.0952380952,11.5646258503,3.5714285714,4.0816326531,2.380952381,2.7210884354,4.7619047619,4.0816326531
