up_new,Descrizione,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,H26,H27,H28,H29,H30,H31,H32,H33,H34,H35,H36,H37,H38,H39,H40,H41,H42,H43,H44,H45,H46,H47,H48,H49,H50,H51,H52,H53,H54,H55,H56,H57
1.2.2.7.0,"Direttori e dirigenti generali di banche, assicurazioni, agenzie immobiliari e di intermediazione finanziaria",96.5909090909,47.7272727273,100,100,96.5909090909,92.0454545455,88.6363636364,68.1818181818,84.0909090909,57.9545454545,82.9545454545,64.7727272727,45.4545454545,5.6818181818,100,5.6818181818,1.1363636364,1.1363636364,0,11.3636363636,45.4545454545,3.4090909091,1.1363636364,2.2727272727,0,0,0,1.1363636364,0,0,0,0,0,80.6818181818,0,27.2727272727,0,0,29.5454545455,19.3181818182,2.2727272727,15.9090909091,0,0,72.7272727273,88.6363636364,88.6363636364,79.5454545455,20.4545454545,85.2272727273,34.0909090909,82.9545454545,59.0909090909,79.5454545455,4.5454545455,4.5454545455,4.1818181818
1.2.2.8.0,Direttori e dirigenti generali di aziende di servizi alle imprese e alle persone,97.9166666667,50,100,100,95.8333333333,95.8333333333,91.6666666667,77.0833333333,89.5833333333,62.5,72.9166666667,64.5833333333,54.1666666667,2.0833333333,95.8333333333,8.3333333333,8.3333333333,4.1666666667,2.0833333333,12.5,37.5,14.5833333333,14.5833333333,0,0,0,0,0,0,0,0,0,0,77.0833333333,0,27.0833333333,0,0,33.3333333333,33.3333333333,2.0833333333,18.75,6.25,0,77.0833333333,89.5833333333,85.4166666667,87.5,22.9166666667,77.0833333333,45.8333333333,91.6666666667,66.6666666667,83.3333333333,2.0833333333,8.3333333333,4.4166666667
1.2.2.9.0,"Direttori e dirigenti generali di aziende nel settore delle attività sportive, ricreative, di intrattenimento e divertimento",88.1578947368,36.8421052632,97.3684210526,97.3684210526,90.7894736842,93.4210526316,85.5263157895,76.3157894737,81.5789473684,50,80.2631578947,53.9473684211,55.2631578947,15.7894736842,88.1578947368,21.0526315789,30.2631578947,18.4210526316,1.3157894737,11.8421052632,36.8421052632,17.1052631579,11.8421052632,3.9473684211,1.3157894737,0,0,0,0,2.6315789474,0,0,0,65.7894736842,0,26.3157894737,0,11.8421052632,40.7894736842,21.0526315789,1.3157894737,3.9473684211,0,0,55.2631578947,82.8947368421,86.8421052632,72.3684210526,17.1052631579,75,31.5789473684,75,68.4210526316,71.0526315789,5.2631578947,28.9473684211,3.8421052632
1.2.3.1.0,Direttori e dirigenti del dipartimento finanza ed amministrazione,83.6206896552,30.1724137931,100,100,98.275862069,92.2413793103,81.0344827586,43.9655172414,74.1379310345,33.6206896552,64.6551724138,53.4482758621,36.2068965517,3.4482758621,100,0,1.724137931,0,0,2.5862068966,31.0344827586,3.4482758621,1.724137931,0,0,0,0,0,0.8620689655,0,0,0,0,81.0344827586,0.8620689655,23.275862069,0,0,23.275862069,18.1034482759,0.8620689655,6.0344827586,0,0,74.1379310345,83.6206896552,81.8965517241,81.0344827586,35.3448275862,91.3793103448,27.5862068966,81.8965517241,49.1379310345,87.0689655172,2.5862068966,3.4482758621,3.8965517241
1.2.3.2.0,"Direttori e dirigenti del dipartimento organizzazione, gestione delle risorse umane e delle relazioni industriali",88.8888888889,42.5925925926,97.2222222222,99.0740740741,96.2962962963,94.4444444444,89.8148148148,62.962962963,87.962962963,76.8518518519,74.0740740741,64.8148148148,54.6296296296,11.1111111111,97.2222222222,17.5925925926,2.7777777778,0.9259259259,0,2.7777777778,44.4444444444,3.7037037037,0.9259259259,0.9259259259,0,0,0,0,0,0,0,0,0,72.2222222222,0,31.4814814815,0.9259259259,0,27.7777777778,15.7407407407,2.7777777778,11.1111111111,3.7037037037,0,62.962962963,86.1111111111,83.3333333333,83.3333333333,17.5925925926,85.1851851852,28.7037037037,87.037037037,50.9259259259,75.9259259259,6.4814814815,9.2592592593,4.2962962963
1.2.3.3.0,Direttori e dirigenti del dipartimento vendite e commercializzazione,82.6086956522,21.7391304348,100,94.5652173913,91.3043478261,82.6086956522,75,75,68.4782608696,60.8695652174,65.2173913043,54.347826087,43.4782608696,5.4347826087,91.3043478261,34.7826086957,7.6086956522,6.5217391304,0,30.4347826087,53.2608695652,16.3043478261,13.0434782609,1.0869565217,1.0869565217,0,0,0,0,0,4.347826087,4.347826087,4.347826087,58.6956521739,0,38.0434782609,3.2608695652,1.0869565217,45.652173913,39.1304347826,8.6956521739,28.2608695652,3.2608695652,0,57.6086956522,77.1739130435,76.0869565217,76.0869565217,29.347826087,73.9130434783,31.5217391304,79.347826087,54.347826087,76.0869565217,18.4782608696,26.0869565217,4.0869565217
1.2.3.4.0,"Direttori e dirigenti del dipartimento comunicazione, pubblicità e pubbliche relazioni",85,28.75,98.75,100,92.5,92.5,83.75,81.25,76.25,35,60,60,43.75,1.25,90,20,7.5,6.25,0,32.5,42.5,7.5,1.25,1.25,1.25,1.25,0,0,0,3.75,0,1.25,0,67.5,1.25,25,0,1.25,33.75,23.75,2.5,7.5,1.25,1.25,51.25,68.75,71.25,71.25,17.5,78.75,27.5,78.75,45,73.75,12.5,15,3.8
1.2.3.5.0,Direttori e dirigenti del dipartimento approvvigionamento e distribuzione,96.0526315789,21.0526315789,97.3684210526,92.1052631579,90.7894736842,86.8421052632,90.7894736842,73.6842105263,81.5789473684,56.5789473684,71.0526315789,53.9473684211,47.3684210526,0,93.4210526316,44.7368421053,19.7368421053,10.5263157895,10.5263157895,32.8947368421,39.4736842105,27.6315789474,3.9473684211,0,0,1.3157894737,0,1.3157894737,0,2.6315789474,0,2.6315789474,0,56.5789473684,1.3157894737,40.7894736842,0,0,39.4736842105,21.0526315789,3.9473684211,13.1578947368,2.6315789474,0,47.3684210526,76.3157894737,75,71.0526315789,22.3684210526,77.6315789474,27.6315789474,75,42.1052631579,82.8947368421,19.7368421053,7.8947368421,3.6315789474
1.2.3.6.0,Direttori e dirigenti del dipartimento servizi informatici,90.3846153846,30.7692307692,98.0769230769,100,96.1538461538,88.4615384615,86.5384615385,65.3846153846,75,46.1538461538,78.8461538462,67.3076923077,59.6153846154,13.4615384615,100,3.8461538462,3.8461538462,0,0,11.5384615385,34.6153846154,15.3846153846,1.9230769231,0,0,1.9230769231,0,0,0,0,0,0,0,69.2307692308,1.9230769231,17.3076923077,1.9230769231,1.9230769231,34.6153846154,32.6923076923,7.6923076923,15.3846153846,0,0,48.0769230769,67.3076923077,71.1538461538,78.8461538462,26.9230769231,59.6153846154,23.0769230769,67.3076923077,51.9230769231,71.1538461538,26.9230769231,11.5384615385,3.8461538462
1.2.3.7.0,Direttori e dirigenti del dipartimento ricerca e sviluppo,81.8181818182,31.8181818182,97.7272727273,100,100,88.6363636364,86.3636363636,79.5454545455,88.6363636364,40.9090909091,70.4545454545,43.1818181818,36.3636363636,0,100,2.2727272727,2.2727272727,0,0,0,36.3636363636,0,0,0,0,0,0,0,0,0,0,0,0,72.7272727273,0,18.1818181818,0,0,31.8181818182,13.6363636364,0,20.4545454545,0,0,56.8181818182,75,68.1818181818,79.5454545455,15.9090909091,75,15.9090909091,79.5454545455,52.2727272727,59.0909090909,0,9.0909090909,3.9090909091
1.2.3.9.0,Altri direttori e dirigenti di dipartimento,82.1428571429,35.7142857143,100,100,100,96.4285714286,89.2857142857,50,92.8571428571,78.5714285714,89.2857142857,46.4285714286,21.4285714286,0,100,10.7142857143,7.1428571429,7.1428571429,3.5714285714,14.2857142857,28.5714285714,7.1428571429,7.1428571429,0,7.1428571429,0,0,0,3.5714285714,0,3.5714285714,0,3.5714285714,82.1428571429,0,17.8571428571,7.1428571429,7.1428571429,25,21.4285714286,7.1428571429,10.7142857143,3.5714285714,0,64.2857142857,92.8571428571,89.2857142857,78.5714285714,21.4285714286,89.2857142857,17.8571428571,85.7142857143,46.4285714286,75,7.1428571429,7.1428571429,4
1.3.1.1.0,"Imprenditori e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca",68.4210526316,10.5263157895,90.7894736842,59.2105263158,64.4736842105,69.7368421053,63.1578947368,51.3157894737,59.2105263158,67.1052631579,61.8421052632,34.2105263158,23.6842105263,1.3157894737,52.6315789474,56.5789473684,86.8421052632,51.3157894737,53.9473684211,51.3157894737,21.0526315789,50,57.8947368421,31.5789473684,32.8947368421,11.8421052632,30.2631578947,0,1.3157894737,19.7368421053,27.6315789474,35.5263157895,39.4736842105,40.7894736842,27.6315789474,50,27.6315789474,22.3684210526,55.2631578947,55.2631578947,30.2631578947,39.4736842105,40.7894736842,6.5789473684,56.5789473684,69.7368421053,65.7894736842,96.0526315789,47.3684210526,76.3157894737,50,88.1578947368,38.1578947368,67.1052631579,46.0526315789,50,3.6315789474
1.3.1.2.0,"Imprenditori e responsabili di piccole aziende che operano nell'estrazione di minerali, nella manifattura, nella produzione e distribuzione di energia elettrica, gas e acqua e nelle attività di gestione dei rifiuti",80.3571428571,16.0714285714,98.2142857143,96.4285714286,89.2857142857,82.1428571429,77.6785714286,71.4285714286,74.1071428571,66.0714285714,76.7857142857,47.3214285714,27.6785714286,3.5714285714,73.2142857143,54.4642857143,12.5,3.5714285714,3.5714285714,16.9642857143,51.7857142857,30.3571428571,3.5714285714,2.6785714286,2.6785714286,1.7857142857,1.7857142857,0,0,1.7857142857,3.5714285714,18.75,3.5714285714,49.1071428571,3.5714285714,36.6071428571,6.25,0.8928571429,48.2142857143,45.5357142857,7.1428571429,21.4285714286,25.8928571429,0,50.8928571429,78.5714285714,74.1071428571,84.8214285714,33.9285714286,86.6071428571,48.2142857143,86.6071428571,57.1428571429,79.4642857143,44.6428571429,7.1428571429,4.0357142857
1.3.1.3.0,Imprenditori e responsabili di piccole aziende nelle costruzioni,95.2380952381,13.0952380952,100,95.2380952381,94.0476190476,89.2857142857,86.9047619048,79.7619047619,89.2857142857,94.0476190476,89.2857142857,63.0952380952,47.619047619,7.1428571429,88.0952380952,48.8095238095,67.8571428571,52.380952381,3.5714285714,26.1904761905,46.4285714286,48.8095238095,46.4285714286,20.2380952381,16.6666666667,3.5714285714,4.7619047619,2.380952381,1.1904761905,41.6666666667,13.0952380952,21.4285714286,23.8095238095,50,27.380952381,36.9047619048,19.0476190476,10.7142857143,52.380952381,35.7142857143,10.7142857143,25,38.0952380952,8.3333333333,69.0476190476,82.1428571429,89.2857142857,96.4285714286,25,83.3333333333,39.2857142857,94.0476190476,64.2857142857,79.7619047619,27.380952381,19.0476190476,4.5714285714
1.3.1.4.0,Imprenditori e responsabili di piccole aziende nel commercio,73.75,16.25,68.75,25,56.25,96.25,38.75,77.5,37.5,46.25,43.75,38.75,72.5,10,41.25,71.25,42.5,22.5,1.25,22.5,70,21.25,20,0,1.25,5,1.25,0,2.5,1.25,1.25,0,18.75,15,5,60,31.25,7.5,70,86.25,36.25,47.5,2.5,0,26.25,47.5,56.25,90,15,70,36.25,82.5,56.25,67.5,21.25,7.5,5.1
1.3.1.5.0,"Imprenditori e responsabili di piccoli alberghi, alloggi o aree di campeggio e di piccoli esercizi di ristorazione",77.2727272727,14.7727272727,93.1818181818,96.5909090909,88.6363636364,87.5,71.5909090909,80.6818181818,78.4090909091,69.3181818182,71.5909090909,47.7272727273,44.3181818182,15.9090909091,73.8636363636,39.7727272727,37.5,20.4545454545,13.6363636364,19.3181818182,50,12.5,25,3.4090909091,2.2727272727,2.2727272727,2.2727272727,0,3.4090909091,3.4090909091,2.2727272727,4.5454545455,21.5909090909,43.1818181818,6.8181818182,45.4545454545,19.3181818182,12.5,55.6818181818,38.6363636364,21.5909090909,26.1363636364,4.5454545455,3.4090909091,48.8636363636,75,69.3181818182,77.2727272727,28.4090909091,73.8636363636,37.5,77.2727272727,67.0454545455,78.4090909091,15.9090909091,47.7272727273,3.8181818182
1.3.1.6.1,Imprenditori e responsabili di piccole aziende nei trasporti e magazzinaggio,79.4117647059,8.8235294118,100,95.5882352941,88.2352941176,86.7647058824,67.6470588235,67.6470588235,72.0588235294,67.6470588235,70.5882352941,54.4117647059,50,2.9411764706,89.7058823529,50,45.5882352941,11.7647058824,1.4705882353,47.0588235294,38.2352941176,26.4705882353,20.5882352941,17.6470588235,7.3529411765,10.2941176471,1.4705882353,0,1.4705882353,13.2352941176,1.4705882353,17.6470588235,10.2941176471,48.5294117647,4.4117647059,30.8823529412,7.3529411765,2.9411764706,41.1764705882,32.3529411765,13.2352941176,13.2352941176,25,0,55.8823529412,79.4117647059,94.1176470588,88.2352941176,22.0588235294,63.2352941176,38.2352941176,85.2941176471,69.1176470588,80.8823529412,16.1764705882,17.6470588235,4.5882352941
1.3.1.6.2,"Imprenditori e responsabili di piccole aziende nei servizi editoriali, di produzione cinematografica, radiofonica e televisiva",75,41.25,95,100,93.75,90,82.5,63.75,71.25,63.75,71.25,41.25,38.75,5,91.25,17.5,20,5,0,12.5,36.25,20,8.75,0,1.25,0,0,0,1.25,0,0,0,0,75,3.75,30,3.75,1.25,28.75,23.75,7.5,6.25,3.75,1.25,51.25,82.5,83.75,92.5,17.5,80,18.75,91.25,66.25,72.5,15,7.5,4.55
1.3.1.6.3,Imprenditori e responsabili di piccole aziende nei servizi informatici e di telecomunicazione,78.5714285714,29.7619047619,100,100,92.8571428571,83.3333333333,59.5238095238,60.7142857143,65.4761904762,41.6666666667,64.2857142857,40.4761904762,42.8571428571,2.380952381,92.8571428571,21.4285714286,1.1904761905,1.1904761905,0,14.2857142857,40.4761904762,11.9047619048,0,0,0,0,0,0,0,1.1904761905,0,0,1.1904761905,70.2380952381,0,19.0476190476,0,0,28.5714285714,19.0476190476,1.1904761905,21.4285714286,0,0,48.8095238095,71.4285714286,75,83.3333333333,19.0476190476,76.1904761905,16.6666666667,78.5714285714,60.7142857143,72.619047619,1.1904761905,14.2857142857,4.4285714286
1.3.1.7.0,"Imprenditori e responsabili di piccoli istituti di credito e di intermediazione finanziaria, assicurativa e immobiliare",84.5238095238,26.1904761905,97.619047619,97.619047619,95.2380952381,85.7142857143,67.8571428571,71.4285714286,64.2857142857,50,60.7142857143,51.1904761905,45.2380952381,2.380952381,95.2380952381,10.7142857143,14.2857142857,1.1904761905,0,16.6666666667,35.7142857143,3.5714285714,2.380952381,0,0,0,0,0,0,2.380952381,0,0,0,72.619047619,1.1904761905,23.8095238095,1.1904761905,1.1904761905,25,28.5714285714,2.380952381,5.9523809524,0,0,65.4761904762,77.380952381,78.5714285714,75,19.0476190476,79.7619047619,17.8571428571,83.3333333333,51.1904761905,69.0476190476,8.3333333333,4.7619047619,4
1.3.1.8.0,Imprenditori e responsabili di piccole aziende nei servizi alle imprese e alle persone,96.4285714286,39.2857142857,100,100,92.8571428571,82.1428571429,75,67.8571428571,82.1428571429,57.1428571429,78.5714285714,42.8571428571,25,0,89.2857142857,25,21.4285714286,7.1428571429,0,7.1428571429,42.8571428571,25,3.5714285714,0,0,3.5714285714,0,0,7.1428571429,3.5714285714,3.5714285714,7.1428571429,7.1428571429,64.2857142857,3.5714285714,42.8571428571,14.2857142857,7.1428571429,35.7142857143,17.8571428571,7.1428571429,35.7142857143,14.2857142857,0,53.5714285714,67.8571428571,85.7142857143,82.1428571429,17.8571428571,82.1428571429,64.2857142857,75,64.2857142857,71.4285714286,28.5714285714,7.1428571429,4
1.3.1.9.1,"Imprenditori e responsabili di piccole aziende nei servizi di istruzione, formazione e ricerca",89.7058823529,48.5294117647,100,94.1176470588,97.0588235294,97.0588235294,88.2352941176,75,83.8235294118,63.2352941176,82.3529411765,36.7647058824,35.2941176471,4.4117647059,97.0588235294,1.4705882353,0,0,0,1.4705882353,48.5294117647,1.4705882353,0,0,0,0,0,0,1.4705882353,0,0,0,0,72.0588235294,0,26.4705882353,0,0,36.7647058824,44.1176470588,1.4705882353,35.2941176471,0,0,41.1764705882,77.9411764706,75,98.5294117647,30.8823529412,83.8235294118,55.8823529412,91.1764705882,72.0588235294,80.8823529412,2.9411764706,0,4.1764705882
1.3.1.9.2,Imprenditori e responsabili di piccole aziende nei servizi di sanità e assistenza sociale,81.25,28.125,100,93.75,84.375,96.875,87.5,71.875,84.375,62.5,78.125,34.375,46.875,3.125,93.75,15.625,6.25,0,0,15.625,50,9.375,0,6.25,0,0,0,12.5,18.75,0,0,0,3.125,65.625,0,40.625,6.25,0,53.125,43.75,12.5,34.375,3.125,0,53.125,81.25,68.75,75,9.375,75,12.5,84.375,31.25,78.125,15.625,6.25,3.25
1.3.1.9.3,"Imprenditori e responsabili di piccole aziende nel settore delle attività sportive, ricreative, di intrattenimento e divertimento",86.8421052632,32.8947368421,94.7368421053,98.6842105263,92.1052631579,94.7368421053,89.4736842105,82.8947368421,88.1578947368,84.2105263158,85.5263157895,51.3157894737,43.4210526316,10.5263157895,93.4210526316,13.1578947368,14.4736842105,9.2105263158,3.9473684211,10.5263157895,48.6842105263,14.4736842105,14.4736842105,1.3157894737,0,0,0,0,0,5.2631578947,2.6315789474,2.6315789474,1.3157894737,56.5789473684,3.9473684211,40.7894736842,11.8421052632,13.1578947368,57.8947368421,23.6842105263,10.5263157895,14.4736842105,2.6315789474,0,42.1052631579,71.0526315789,73.6842105263,90.7894736842,31.5789473684,85.5263157895,38.1578947368,88.1578947368,67.1052631579,76.3157894737,13.1578947368,28.9473684211,4.4210526316
2.1.1.1.1,Fisici,86.9047619048,55.9523809524,94.0476190476,100,90.4761904762,84.5238095238,90.4761904762,46.4285714286,82.1428571429,38.0952380952,65.4761904762,34.5238095238,26.1904761905,1.1904761905,91.6666666667,17.8571428571,5.9523809524,9.5238095238,0,0,50,26.1904761905,7.1428571429,7.1428571429,21.4285714286,8.3333333333,0,48.8095238095,15.4761904762,4.7619047619,39.2857142857,5.9523809524,11.9047619048,70.2380952381,8.3333333333,17.8571428571,8.3333333333,2.380952381,29.7619047619,45.2380952381,5.9523809524,17.8571428571,34.5238095238,21.4285714286,40.4761904762,64.2857142857,45.2380952381,78.5714285714,20.2380952381,91.6666666667,33.3333333333,83.3333333333,75,63.0952380952,44.0476190476,21.4285714286,3.5714285714
2.1.1.1.2,Astronomi ed astrofisici,82.9545454545,36.3636363636,87.5,100,92.0454545455,78.4090909091,73.8636363636,32.9545454545,55.6818181818,18.1818181818,40.9090909091,31.8181818182,25,0,97.7272727273,11.3636363636,13.6363636364,15.9090909091,0,1.1363636364,44.3181818182,18.1818181818,7.9545454545,6.8181818182,2.2727272727,2.2727272727,0,0,0,3.4090909091,1.1363636364,0,0,76.1363636364,7.9545454545,19.3181818182,3.4090909091,5.6818181818,29.5454545455,27.2727272727,6.8181818182,22.7272727273,1.1363636364,0,17.0454545455,54.5454545455,46.5909090909,68.1818181818,18.1818181818,78.4090909091,29.5454545455,75,72.7272727273,45.4545454545,19.3181818182,15.9090909091,3.0454545455
2.1.1.2.1,Chimici e professioni assimilate,82.8947368421,17.1052631579,92.1052631579,93.4210526316,90.7894736842,76.3157894737,76.3157894737,44.7368421053,52.6315789474,42.1052631579,57.8947368421,43.4210526316,32.8947368421,1.3157894737,96.0526315789,34.2105263158,3.9473684211,7.8947368421,0,0,42.1052631579,23.6842105263,2.6315789474,0,22.3684210526,2.6315789474,0,2.6315789474,0,0,44.7368421053,3.9473684211,14.4736842105,51.3157894737,0,31.5789473684,3.9473684211,0,40.7894736842,48.6842105263,5.2631578947,10.5263157895,50,2.6315789474,47.3684210526,57.8947368421,47.3684210526,61.8421052632,10.5263157895,84.2105263158,17.1052631579,68.4210526316,28.9473684211,63.1578947368,18.4210526316,15.7894736842,3.2631578947
2.1.1.2.2,Chimici informatori e divulgatori,73.75,20,98.75,100,96.25,91.25,63.75,91.25,18.75,13.75,20,41.25,41.25,2.5,86.25,2.5,57.5,0,0,77.5,41.25,13.75,18.75,0,15,0,0,2.5,28.75,0,1.25,0,0,52.5,0,43.75,2.5,1.25,52.5,25,3.75,42.5,3.75,1.25,32.5,62.5,73.75,41.25,25,76.25,32.5,51.25,76.25,86.25,1.25,5,3.85
2.1.1.3.1,Matematici,71.25,70,88.75,100,93.75,78.75,82.5,45,72.5,17.5,41.25,23.75,21.25,1.25,100,0,0,0,0,0,38.75,3.75,3.75,0,0,0,0,0,0,0,0,0,0,85,0,17.5,0,0,21.25,51.25,3.75,41.25,0,0,33.75,72.5,60,93.75,16.25,93.75,35,93.75,75,62.5,20,7.5,3.8
2.1.1.3.2,Statistici,75.9259259259,33.3333333333,90.7407407407,100,88.8888888889,60.1851851852,70.3703703704,39.8148148148,45.3703703704,12.037037037,37.037037037,34.2592592593,29.6296296296,0.9259259259,92.5925925926,1.8518518519,0.9259259259,0.9259259259,0,0.9259259259,40.7407407407,11.1111111111,0,2.7777777778,0,0,0,0,0,0,0,0,0,80.5555555556,0,15.7407407407,0,0,20.3703703704,19.4444444444,2.7777777778,25.9259259259,0,0,38.8888888889,59.2592592593,45.3703703704,69.4444444444,21.2962962963,87.962962963,37.962962963,75,49.0740740741,47.2222222222,1.8518518519,9.2592592593,3.0740740741
2.1.1.4.1,Analisti e progettisti di software,85.15625,23.4375,97.65625,98.4375,94.53125,77.34375,76.5625,64.84375,56.25,22.65625,50.78125,35.9375,30.46875,0.78125,99.21875,13.28125,2.34375,0.78125,0,6.25,46.875,17.1875,1.5625,1.5625,0.78125,0,0,0,0,0,0,0,0,89.84375,0.78125,17.96875,3.90625,2.34375,20.3125,46.875,3.125,35.15625,2.34375,0,53.125,68.75,61.71875,67.96875,28.125,84.375,33.59375,67.1875,66.40625,70.3125,10.9375,15.625,3.46875
2.1.1.4.2,Analisti di sistema,84.7222222222,16.6666666667,98.6111111111,100,91.6666666667,88.8888888889,86.1111111111,61.1111111111,61.1111111111,19.4444444444,50,37.5,36.1111111111,1.3888888889,98.6111111111,5.5555555556,0,0,0,2.7777777778,51.3888888889,12.5,0,2.7777777778,0,0,0,0,0,0,0,0,0,91.6666666667,0,12.5,1.3888888889,0,18.0555555556,37.5,0,30.5555555556,0,0,52.7777777778,65.2777777778,48.6111111111,69.4444444444,20.8333333333,90.2777777778,26.3888888889,65.2777777778,54.1666666667,68.0555555556,20.8333333333,5.5555555556,3.5555555556
