up_new,Descrizione,C1a,C1B,C2a,C2b,C3a,C3b,C4a,C4b,C5a,C5b,C6a,C6b,C7a,C7b,C8a,C8b,C9a,C9b,C10a,C10b,C11a,C11b,C12a,C12b,C13a,C13b,C14a,C14b,C15a,C15b,C16a,C16b,C17a,C17b,C18a,C18b,C19a,C19b,C20a,C20b,C21a,C21b,C22a,C22b,C23a,C23b,C24a,C24b,C25a,C25b,C26a,C26b,C27a,C27b,C28a,C28b,C29a,C29b,C30a,C30b,C31a,C31b,C32a,C32b,C33a,C33b,C34a,C34b,C35a,C35b
2.5.5.4.3,Strumentisti,69.1176470588,57.9831932773,72.0588235294,62.1848739496,50,52.9411764706,77.9411764706,66.3865546218,27.9411764706,30.2521008403,13.2352941176,14.2857142857,58.8235294118,52.9411764706,60.2941176471,54.6218487395,54.4117647059,50.4201680672,60.2941176471,52.1008403361,67.6470588235,61.3445378151,83.8235294118,69.7477310924,35.2941176471,32.7731092437,50,42.8571428571,63.2352941176,54.6218487395,60.2941176471,47.8991596639,45.5882352941,46.218487395,63.2352941176,54.6218487395,42.6470588235,41.1764705882,85.2941176471,70.5882352941,52.9411764706,51.2605042017,11.7647058824,9.243697479,33.8235294118,31.9327731092,27.9411764706,26.0504201681,32.3529411765,33.6134453782,45.5882352941,42.0168067227,52.9411764706,46.218487395,22.0588235294,20.1680672269,26.4705882353,20.1680672269,23.5294117647,21.8487394958,58.8235294118,52.9411764706,73.5294117647,56.3025210084,61.7647058824,53.781512605,64.7058823529,52.1008403361,44.1176470588,36.974789916
2.5.5.4.4,Cantanti,72.3684210526,60.1503759398,76.3157894737,65.4135338346,47.3684210526,48.1203007519,67.1052631579,62.4060150376,17.1052631579,18.045112782,5.2631578947,4.5112556391,51.3157894737,51.1278195489,61.8421052632,57.8947368421,46.0526315789,48.8721804511,50,49.6240601504,52.6315789474,52.6315789474,72.3684210526,61.6541353383,34.2105263158,37.5939849624,43.4210526316,43.6090225564,44.7368421053,51.1278195489,38.1578947368,39.8496240602,38.1578947368,42.8571428571,38.1578947368,40.6015037594,17.1052631579,18.045112782,43.4210526316,44.3609022556,15.7894736842,19.5488721805,5.2631578947,6.7668947368,18.4210526316,15.7894736842,6.5789473684,6.015037594,14.4736842105,14.2857142857,13.1578947368,14.2857142857,15.7894736842,17.2932330827,10.5263157895,11.2781954887,10.5263157895,12.7819548872,7.8947368421,9.022556391,32.8947368421,35.3383458647,52.6315789474,48.8721804511,43.4210526316,39.0977443609,35.5263157895,36.0902255639,19.7368421053,19.5488721805
2.5.5.5.1,Artisti delle forme di cultura popolare,67.1052631579,61.6541353383,78.9473684211,69.9248120301,59.2105263158,58.6466165414,84.2105263158,69.9248120301,21.0526315789,22.5563909774,6.5789473684,9.7744360902,61.8421052632,55.6390977444,67.1052631579,52.6315789474,50,47.3684210526,55.2631578947,51.1278195489,76.3157894737,59.3984962406,67.1052631579,57.8947368421,30.2631578947,29.3233082707,50,42.8571428571,55.2631578947,51.8796992481,50,47.3684210526,43.4210526316,39.0977443609,40.7894736842,42.1052631579,28.9473684211,27.0676691729,61.8421052632,55.6390977444,39.4736842105,43.6090225564,2.6315789474,3.007518797,25,19.5488721805,3.9473684211,4.5112556391,17.1052631579,18.7969924812,47.3684210526,40.6015037594,32.8947368421,33.8345864662,28.9473684211,30.0751879699,21.0526315789,20.3007518797,19.7368421053,18.7969924812,60.5263157895,54.1353383459,72.3684210526,60.1503759398,59.2105263158,51.8796992481,59.2105263158,54.1353383459,40.7894736842,33.8345864662
2.5.5.5.2,Artisti di varietà,65.9090909091,58.4415584416,65.9090909091,61.038961039,63.6363636364,62.3376623377,72.7272727273,72.7272727273,31.8181818182,31.1688311688,22.7272727273,23.3766233766,63.6363636364,58.4415584416,50,49.3506493506,43.1818181818,38.961038961,54.5454545455,46.7532467532,84.0909090909,71.4285714286,56.8181818182,51.9480519481,45.4545454545,44.1558441558,54.5454545455,51.9480519481,45.4545454545,45.4545454545,77.2727272727,67.5324675325,43.1818181818,37.6623376623,52.2727272727,48.0519480519,43.1818181818,40.2597402597,54.5454545455,48.0519480519,25,27.2727272727,2.2727272727,2.5973636364,34.0909090909,29.8701298701,11.3636363636,14.2857142857,22.7272727273,24.6753246753,20.4545454545,19.4805194805,34.0909090909,35.0649350649,15.9090909091,15.5844155844,2.2727272727,2.5973636364,2.2727272727,2.5973636364,61.3636363636,54.5454545455,77.2727272727,59.7402597403,52.2727272727,54.5454545455,54.5454545455,50.6493506494,36.3636363636,37.6623376623
2.5.5.5.3,Acrobati e artisti circensi,40.9090909091,38.961038961,65.9090909091,50,35.2272727273,36.3636363636,60.2272727273,47.4025974026,15.9090909091,24.6753246753,11.3636363636,16.2337662338,48.8636363636,44.1558441558,43.1818181818,40.9090909091,32.9545454545,31.1688311688,52.2727272727,45.4545454545,68.1818181818,56.4935064935,69.3181818182,54.5454545455,18.1818181818,17.5324675325,34.0909090909,38.3116883117,48.8636363636,42.8571428571,47.7272727273,38.961038961,21.5909090909,21.4285714286,29.5454545455,25.974025974,40.9090909091,31.8181818182,67.0454545455,51.9480519481,46.5909090909,33.1168831169,0,0,23.8636363636,20.1298701299,14.7727272727,13.6363636364,13.6363636364,12.3376623377,28.4090909091,26.6233766234,27.2727272727,24.6753246753,31.8181818182,21.4285714286,19.3181818182,16.2337662338,17.0454545455,14.9350649351,39.7727272727,32.4675324675,57.9545454545,46.7532467532,20.4545454545,15.5844155844,39.7727272727,25.3246753247,9.0909090909,10.3896103896
2.5.6.1.0,Specialisti in discipline religiose e teologiche,87.5,67.1428571429,92.5,74.2857142857,75,67.8571428571,90,77.1428571429,16.25,17.1428571429,17.5,15.7142857143,70,62.1428571429,66.25,58.5714285714,57.5,52.1428571429,60,57.1428571429,83.75,72.1428571429,85,70,63.75,57.1428571429,57.5,50.7142857143,73.75,59.2857142857,68.75,57.1428571429,66.25,56.4285714286,43.75,42.8571428571,15,13.5714285714,23.75,19.2857142857,2.5,2.1428357143,0,0,7.5,10.7142857143,2.5,2.1428571429,3.75,5,5,3.5714285714,21.25,17.1428571429,1.25,0.7142857143,15,12.8571428571,18.75,17.1428571429,45,40,77.5,62.8571428571,51.25,46.4285714286,38.75,34.2857142857,57.5,47.8571428571
2.6.1.1.1,Docenti universitari in scienze matematiche e dell'informazione,95.652173913,90.0621118012,92.3913043478,81.9875776398,95.652173913,86.9565217391,93.4782608696,85.7142857143,100,95.652173913,94.5652173913,86.3352795031,96.7391304348,85.7141614907,89.1304347826,84.4719254658,79.347826087,78.8819875776,73.9130434783,73.2919254658,59.7826086957,60.248447205,64.1304347826,65.8385093168,46.7391304348,54.0372670807,55.4347826087,56.5217391304,91.3043478261,85.7141614907,57.6086956522,57.7639751553,82.6086956522,76.3973913043,59.7826086957,62.7329192547,32.6086956522,29.1925465839,53.2608695652,55.2795031056,18.4782608696,21.1180124224,42.3913043478,42.2360248447,27.1739130435,30.4347826087,4.347826087,4.9689440994,6.5217391304,6.8322795031,5.4347826087,6.8322981366,35.8695652174,35.4037267081,1.0869565217,0.6211180124,20.652173913,22.9813664596,27.1739130435,26.7080745342,44.5652173913,47.2049689441,79.347826087,83.850931677,61.9565217391,64.5962732919,39.1304347826,39.751552795,51.0869565217,57.1428571429
2.6.1.1.2,Docenti universitari in scienze fisiche,96.0526315789,82.7067669173,82.8947368421,78.9473684211,93.4210526316,78.9473684211,93.4210526316,80.4511278195,96.0526315789,84.2105263158,98.6842105263,87.969924812,88.1578947368,83.4586466165,82.8947368421,81.2030075188,86.8421052632,80.4511278195,68.4210526316,63.9097744361,53.9473684211,54.8872180451,68.4210526316,69.1729323308,38.1578947368,47.3684210526,44.7368421053,50.3759398496,92.1052631579,83.4586466165,42.1052631579,44.3609022556,81.5789473684,75.1879699248,59.2105263158,57.1428571429,26.3157894737,26.3157894737,50,51.1278195489,26.3157894737,24.0601503759,47.3684210526,46.6165413534,27.6315789474,27.8195488722,21.0526315789,24.0601503759,22.3684210526,22.5563909774,14.4736842105,15.037593985,28.9473684211,31.5789473684,5.2631578947,6.7668947368,31.5789473684,30.8270676692,28.9473684211,29.3233082707,38.1578947368,36.8421052632,76.3157894737,69.9248120301,63.1578947368,58.6466165414,46.0526315789,48.8721804511,80.2631578947,72.1804511278
2.6.1.1.3,Docenti universitari in scienze chimiche e farmaceutiche,98.8636363636,92.2077922078,96.5909090909,87.6623376623,95.4545454545,90.9090909091,93.1818181818,88.3116883117,59.0909090909,66.2337662338,93.1818181818,87.6623376623,94.3181818182,83.1168831169,94.3181818182,91.5584415584,79.5454545455,76.6233766234,75,74.025974026,62.5,65.5844155844,84.0909090909,81.1688311688,51.1363636364,58.4415584416,73.8636363636,70.1298701299,97.7272727273,90.9090909091,67.0454545455,65.5844155844,87.5,73.3766233766,75,72.7272727273,36.3636363636,39.6103896104,64.7727272727,66.2337662338,36.3636363636,43.5064935065,25,24.025974026,47.7272727273,47.4025974026,30.6818181818,31.1688311688,36.3636363636,40.2597402597,28.4090909091,34.4155844156,47.7272727273,44.8051948052,20.4545454545,27.9220779221,31.8181818182,32.4675324675,30.6818181818,35.0649350649,64.7727272727,65.5844155844,80.6818181818,79.8701298701,88.6363636364,75.974025974,73.8636363636,71.4285714286,78.4090909091,74.6753246753
2.6.1.1.4,Docenti universitari in scienze della terra,97.5,82.8571428571,86.25,80,87.5,80.7142857143,92.5,81.4285714286,71.25,70,91.25,80.7142857143,90,79.2857142857,81.25,78.5714285714,82.5,70.7142857143,76.25,70.7142857143,55,56.4285714286,72.5,76.4285714286,56.25,59.2857142857,57.5,55,93.75,85,67.5,55,80,71.4285714286,73.75,70,42.5,40.7142857143,78.75,72.1428571429,36.25,36.4285714286,27.5,27.1428571429,47.5,50,28.75,29.2857142857,36.25,35,31.25,30.7142857143,55,47.1428571429,16.25,15.7142857143,31.25,28.5714285714,36.25,40,57.5,53.5714285714,82.5,73.5714285714,71.25,74.2857142857,68.75,69.2857142857,81.25,72.8571428571
2.6.1.2.1,Docenti universitari in scienze biologiche,96.25,87.8571428571,92.5,84.2857142857,97.5,87.8571428571,97.5,85.7142857143,70,67.8571428571,95,84.2857142857,97.5,80.7142857143,86.25,80.7142857143,85,75.7141428571,65,60,65,64.2857142857,76.25,73.5714285714,51.25,47.1428571429,61.25,52.1428571429,96.25,85.7142857143,60,58.5714285714,87.5,74.9998571429,75,62.1428571429,22.5,22.8571428571,66.25,57.1428571429,13.75,15,12.5,16.4285714286,42.5,38.5714285714,12.5,12.1428571429,16.25,15.7142857143,8.75,10.7142857143,30,25.7142857143,2.5,2.8571428571,20,15.7142857143,26.25,25,68.75,53.5714285714,76.25,67.8571428571,60,56.4285714286,56.25,52.8571428571,68.75,58.5714285714
2.6.1.2.2,"Docenti universitari in scienze agrarie, zootecniche e della produzione animale",95.3703703704,86.7724867725,89.8148148148,82.0105820106,92.5925925926,85.7142857143,94.4444444444,86.7724867725,68.5185185185,71.9576719577,96.2962962963,86.7724867725,91.6666666667,83.5978835979,87.962962963,83.0687830688,87.962962963,81.4814814815,79.6296296296,73.0158730159,67.5925925926,65.6084656085,78.7037037037,76.7195767196,45.3703703704,50.7936507937,69.4444444444,68.253968254,93.5185185185,83.5978835979,63.8888888889,60.8465608466,78.7037037037,72.4867724868,75,72.4867724868,37.037037037,40.2116402116,71.2962962963,65.6084656085,25,28.5714285714,24.0740740741,26.9841269841,36.1111111111,35.9788359788,17.5925925926,20.1058201058,27.7777777778,26.9841269841,20.3703703704,20.1058201058,28.7037037037,33.8624338624,11.1111111111,13.2275132275,49.0740740741,51.3227513228,45.3703703704,45.5026455026,61.1111111111,57.671957672,81.4814814815,75.6613756614,72.2222222222,75.1322751323,58.3333333333,59.7883597884,78.7037037037,72.4867724868
2.6.1.2.3,Docenti universitari in scienze mediche,95.4545454545,91.5584415584,88.6363636364,83.1167532468,89.7727272727,89.6103896104,93.1818181818,88.961038961,60.2272727273,58.4415584416,92.0454545455,83.7662337662,89.7727272727,83.1168831169,89.7727272727,83.7662337662,87.5,83.1168831169,82.9545454545,81.1688311688,84.0909090909,83.7662337662,87.5,86.3636363636,71.5909090909,71.4285714286,73.8636363636,68.1818181818,95.4545454545,88.3116883117,77.2727272727,74.6753246753,90.9090909091,83.1168831169,82.9545454545,75.974025974,45.4545454545,44.8051948052,84.0909090909,75.974025974,21.5909090909,22.0779220779,10.2272727273,11.038961039,51.1363636364,52.5974025974,18.1818181818,16.2337662338,28.4090909091,30.5194805195,3.4090909091,3.8960844156,40.9090909091,40.9090909091,10.2272727273,9.0909090909,32.9545454545,32.4675324675,32.9545454545,33.1168831169,70.4545454545,63.6363636364,88.6363636364,85.0649350649,76.1363636364,73.3766233766,69.3181818182,64.2857142857,86.3636363636,79.8701298701
2.6.1.3.1,Docenti universitari in scienze ingegneristiche civili e dell’architettura,91.6666666667,89.7959183673,84.5238095238,87.074829932,94.0476190476,87.074829932,95.2380952381,89.1156462585,80.9523809524,83.6734693878,88.0952380952,87.7551020408,89.2857142857,86.3945578231,83.3333333333,85.7142857143,83.3333333333,82.3127891156,70.2380952381,68.0272108844,69.0476190476,69.387755102,67.8571428571,74.1496598639,33.3333333333,44.2176870748,48.8095238095,53.0612244898,90.4761904762,87.7551020408,72.619047619,76.1904761905,84.5238095238,85.0340136054,66.6666666667,72.1088435374,59.5238095238,62.5850340136,66.6666666667,69.387755102,21.4285714286,25.8503401361,30.9523809524,41.4965986395,41.6666666667,49.6598639456,14.2857142857,22.4489795918,23.8095238095,29.9319727891,17.8571428571,26.5306122449,44.0476190476,51.0204081633,8.3333333333,14.9659863946,36.9047619048,41.4965986395,42.8571428571,46.9387755102,57.1428571429,59.8639455782,67.8571428571,71.4285714286,57.1428571429,61.9047619048,60.7142857143,61.9047619048,61.9047619048,65.306122449
2.6.1.3.2,Docenti universitari in scienze ingegneristiche industriali e dell’informazione,97,92,92,85.1428571429,95,87.4285714286,95,90.8571428571,90,90.2857142857,92,86.2856,93,89.1428571429,91,90.8571428571,86,81.7142857143,82,78.8571428571,64,66.8571428571,75,76.5714285714,57,61.1428571429,65,64.5714285714,99,92,66,66.8571428571,85,86.2857142857,77,80.5714285714,75,74.2857142857,76,77.1428571429,28,37.7142857143,69,70.8571428571,49,56.5714285714,23,25.1428571429,37,38.8571428571,23,25.7142857143,47,50.8571428571,18,21.1428571429,60,64,62,65.1428571429,61,70.2857142857,74,80,69,71.4285714286,62,65.1428571429,76,78.8571428571
2.6.1.4.0,"Docenti universitari in scienze dell'antichità, filologico-letterarie e storico-artistiche",96.7391304348,86.9565217391,85.8695652174,82.6086956522,95.652173913,89.4409937888,93.4782608696,85.7142857143,26.0869565217,32.9192546584,51.0869565217,51.5527950311,88.0434782609,83.850931677,83.6956521739,80.7452173913,79.347826087,76.397515528,72.8260869565,70.1863354037,71.7391304348,68.3229813665,76.0869565217,73.9130434783,53.2608695652,55.2795031056,57.6086956522,59.6273291925,94.5652173913,85.7142857143,66.3043478261,68.9440993789,72.8260869565,74.5341614907,69.5652173913,67.701863354,17.3913043478,18.0124223602,57.6086956522,57.7639751553,13.0434782609,13.6645962733,3.2608695652,4.347826087,30.4347826087,32.9192546584,4.347826087,5.5900434783,6.5217391304,7.4533975155,7.6086956522,8.6956335404,26.0869565217,26.7080745342,1.0869565217,1.2422173913,18.4782608696,24.2236024845,18.4782608696,21.7391304348,54.347826087,57.1428571429,77.1739130435,74.5341614907,69.5652173913,67.0807453416,57.6086956522,59.6273291925,71.7391304348,68.3229813665
2.6.1.5.1,Docenti universitari in scienze storiche e filosofiche,97.7272727273,87.6623376623,89.7727272727,85.0649350649,96.5909090909,87.6623376623,96.5909090909,88.961038961,29.5454545455,31.8181818182,52.2727272727,51.9480519481,95.4545454545,87.012987013,87.5,81.8181818182,86.3636363636,87.012987013,81.8181818182,81.8181818182,71.5909090909,73.3766233766,70.4545454545,72.0779220779,63.6363636364,64.9350649351,69.3181818182,70.7792207792,98.8636363636,90.9090909091,68.1818181818,71.4285714286,72.7272727273,70.1298701299,57.9545454545,61.6883116883,11.3636363636,12.3376623377,52.2727272727,54.5454545455,4.5454545455,7.7922077922,1.1363636364,1.2986818182,31.8181818182,35.0649350649,4.5454545455,5.1948051948,10.2272727273,10.3896103896,0,0,15.9090909091,16.2337662338,0,0,34.0909090909,36.3636363636,30.6818181818,29.8701298701,61.3636363636,62.987012987,78.4090909091,77.2727272727,50,55.1948051948,39.7727272727,42.2077922078,48.8636363636,53.2467532468
2.6.1.5.2,Docenti universitari in scienze pedagogiche e psicologiche,91.6666666667,88.4353741497,85.7142857143,81.6326530612,91.6666666667,87.074829932,91.6666666667,85.0340136054,47.619047619,51.7006802721,76.1904761905,73.4693877551,88.0952380952,82.3129251701,76.1904761905,76.1904761905,88.0952380952,81.6326530612,73.8095238095,72.7891156463,79.7619047619,80.2721088435,71.4285714286,74.8299319728,53.5714285714,51.7006802721,76.1904761905,70.0680272109,86.9047619048,83.6734693878,70.2380952381,73.4693877551,85.7142857143,75.5100680272,75,66.6666666667,15.4761904762,19.7278911565,64.2857142857,62.5850340136,3.5714285714,4.0816326531,3.5714285714,4.0816122449,17.8571428571,20.4081632653,2.380952381,3.4013605442,5.9523809524,4.0816122449,3.5714285714,2.0407959184,21.4285714286,24.4897959184,1.1904761905,2.0408163265,23.8095238095,23.8095238095,26.1904761905,27.2108843537,38.0952380952,36.7346938776,77.380952381,73.4693877551,54.7619047619,56.462585034,46.4285714286,39.4557823129,61.9047619048,59.8639455782
2.6.1.6.0,Docenti universitari in scienze economiche e statistiche,96.2962962963,85.7142857143,88.8888888889,82.5396825397,91.6666666667,86.2433862434,92.5925925926,84.126984127,76.8518518519,75.6613756614,70.3703703704,62.4338624339,93.5185185185,85.1851851852,86.1111111111,80.9523809524,87.962962963,78.3068783069,66.6666666667,69.8412698413,58.3333333333,62.4338624339,64.8148148148,64.0211640212,57.4074074074,65.6084656085,51.8518518519,53.9682539683,89.8148148148,82.5394708995,65.7407407407,64.5502645503,86.1111111111,74.073968254,57.4074074074,59.2592592593,12.037037037,12.1693121693,37.962962963,34.9206349206,3.7037037037,3.7036719577,25,22.2222222222,15.7407407407,17.9894179894,0,0,0.9259259259,2.1164021164,0.9259259259,0.5291005291,16.6666666667,15.3439153439,0.9259259259,1.0582010582,25,25.9259259259,25,23.8095238095,56.4814814815,53.9682539683,75.9259259259,74.6031746032,61.1111111111,59.7883597884,34.2592592593,40.2116402116,60.1851851852,58.7301587302
2.6.1.7.1,Docenti universitari in scienze giuridiche,98.8636363636,87.012987013,92.0454545455,87.012987013,94.3181818182,88.3116883117,95.4545454545,92.2077922078,15.9090909091,18.8311688312,38.6363636364,40.9090909091,96.5909090909,85.7142857143,86.3636363636,80.5194805195,86.3636363636,77.2725974026,71.5909090909,69.4805194805,67.0454545455,62.987012987,67.0454545455,63.6363636364,67.0454545455,73.3766233766,65.9090909091,60.3896103896,95.4545454545,85.0649350649,59.0909090909,61.038961039,78.4090909091,66.8831168831,50,51.9480519481,11.3636363636,15.5844155844,48.8636363636,47.4025974026,1.1363636364,1.2986818182,4.5454545455,5.8441558442,14.7727272727,14.2857142857,3.4090909091,3.8961038961,4.5454545455,5.8441558442,3.4090909091,3.8961038961,20.4545454545,21.4285714286,2.2727272727,3.2467532468,17.0454545455,17.5324675325,22.7272727273,22.0779220779,50,47.4025974026,80.6818181818,78.5714285714,61.3636363636,65.5844155844,39.7727272727,44.1558441558,75,69.4805194805
2.6.1.7.2,Docenti universitari in scienze politiche e sociali,97.5,90,93.75,86.4285714286,96.25,92.1428571429,97.5,90.7142857143,50,55,87.5,79.2857142857,96.25,86.4285714286,91.25,84.2857142857,90,80.7141428571,77.5,78.5714285714,82.5,73.5714285714,75,79.2857142857,36.25,38.5714285714,62.5,56.4285714286,90,82.8571428571,76.25,75,77.5,74.2857142857,57.5,63.5714285714,15,17.1428571429,55,55,13.75,11.4285714286,13.75,17.1428571429,38.75,36.4285714286,1.25,1.4285714286,6.25,7.8571428571,6.25,5.7142857143,15,12.1428571429,0,0,42.5,43.5714285714,46.25,45,62.5,60,86.25,75.7142857143,60,68.5714285714,48.75,52.8571428571,77.5,75.7142857143
2.6.2.1.1,Ricercatori e tecnici laureati nelle scienze matematiche e dell’informazione,93.75,87.8571428571,82.5,81.4285714286,86.25,85,80,77.8571428571,97.5,93.5714285714,78.75,77.8571428571,90,87.1428571429,82.5,78.5714285714,73.75,72.8571428571,52.5,56.4285714286,40,40.7142857143,62.5,65,23.75,32.8571428571,35,45,71.25,70.7142857143,41.25,41.4285714286,76.25,77.8571428571,52.5,55,18.75,21.4285714286,41.25,45,7.5,12.1428571429,32.5,36.4285714286,25,32.1428571429,2.5,2.8571428571,8.75,12.8571428571,2.5,5,27.5,32.8571428571,2.5,2.1428571429,7.5,10.7142642857,16.25,20.7142857143,32.5,34.2857142857,65,69.2857142857,38.75,47.1428571429,26.25,32.1428571429,42.5,46.4285714286
