up_new,Descrizione,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16
1.1.1.1.0,Membri di organismi di governo e di assemblee nazionali con potestà legislativa e regolamentare,85,85,85,80,75,65,65,80,85,90,85,60,95,65,70,60
1.1.1.2.0,Membri di organismi di governo e di assemblee regionali e di Province autonome con potestà legislativa e regolamentare,75,73.3333333333,75,71.6666666667,76.6666666667,70,70,81.6666666667,78.3333333333,78.3333333333,78.3333333333,76.6666666667,86.6666666667,58.3333333333,61.6666666667,75
1.1.1.3.0,Membri di organismi di governo e di assemblee provinciali con potestà regolamentare,76.25,86.25,86.25,93.75,83.75,80,75,93.75,88.75,80,88.75,85,88.75,73.75,72.5,80
1.1.1.4.0,Membri di organismi di governo e di assemblee sub-provinciali e comunali con potestà regolamentare,82.8947368421,93.4210526316,88.1578947368,90.7894736842,82.8947368421,72.3684210526,71.0526315789,90.7894736842,89.4736842105,81.5789473684,93.4210526316,81.5789473684,98.6842105263,61.8421052632,69.7368421053,77.6315789474
1.1.2.1.0,"Ambasciatori, ministri plenipotenziari ed altri dirigenti della carriera diplomatica",92.8571428571,96.4285714286,94.6428571429,94.6428571429,96.4285714286,75,82.1428571429,96.4285714286,96.4285714286,94.6428571429,98.2142857143,89.2857142857,94.6428571429,67.8571428571,75,96.4285714286
1.1.2.2.1,"Commissari di governo, prefetti e vice prefetti",91.3043478261,84.7826086957,83.6956521739,88.0434782609,86.9565217391,83.6956521739,83.6956521739,90.2173913043,86.9565217391,79.347826087,88.0434782609,80.4347826087,93.4782608696,66.3043478261,68.4782608696,84.7826086957
1.1.2.2.2,"Capi e vice capi della polizia di Stato, questori ed alti responsabili della sicurezza pubblica",98.8095238095,100,100,97.619047619,96.4285714286,90.4761904762,92.8571428571,97.619047619,96.4285714286,94.0476190476,92.8571428571,91.6666666667,95.2380952381,77.380952381,65.4761904762,97.619047619
1.1.2.2.3,Segretari generali e responsabili del controllo e della gestione nella amministrazione pubblica,83.75,85,87.5,85,83.75,80,76.25,85,88.75,83.75,91.25,83.75,91.25,81.25,67.5,80
1.1.2.3.1,Direttori degli uffici scolastici territoriali ed equiparati,91.25,85,86.25,87.5,85,78.75,75,91.25,85,82.5,88.75,85,92.5,73.75,68.75,81.25
1.1.2.3.2,Sovrintendenti al patrimonio culturale nazionale,92.1875,90.625,89.0625,93.75,89.0625,76.5625,84.375,84.375,78.125,78.125,92.1875,79.6875,92.1875,79.6875,71.875,84.375
1.1.2.4.1,"Direttori generali, dipartimentali ed equiparati delle amministrazioni dello Stato, degli enti pubblici non economici e degli enti locali",91.6666666667,83.3333333333,87.5,95.8333333333,87.5,83.3333333333,83.3333333333,91.6666666667,91.6666666667,91.6666666667,95.8333333333,79.1666666667,100,79.1666666667,79.1666666667,83.3333333333
1.1.2.4.2,"Rettori di università, direttori di istituzioni dell’Alta Formazione e di enti di ricerca",93.0555555556,93.0555555556,100,97.2222222222,91.6666666667,84.7222222222,79.1666666667,97.2222222222,97.2222222222,95.8333333333,95.8333333333,90.2777777778,95.8333333333,88.8888888889,90.2777777778,90.2777777778
1.1.2.4.3,Direttori generali ed equiparati nella sanità,83.8235294118,88.2352941176,88.2352941176,92.6470588235,82.3529411765,72.0588235294,72.0588235294,89.7058823529,85.2941176471,80.8823529412,89.7058823529,69.1176470588,85.2941176471,67.6470588235,72.0588235294,80.8823529412
1.1.2.5.0,Dirigenti scolastici ed equiparati,86.4583333333,77.0833333333,88.5416666667,90.625,90.625,87.5,83.3333333333,88.5416666667,86.4583333333,81.25,93.75,80.2083333333,91.6666666667,64.5833333333,81.25,84.375
1.1.2.6.1,"Dirigenti ed equiparati delle amministrazioni dello Stato, degli enti pubblici non economici e degli enti locali",83.8235294118,82.3529411765,80.8823529412,89.7058823529,86.7647058824,76.4705882353,77.9411764706,88.2352941176,82.3529411765,83.8235294118,89.7058823529,76.4705882353,86.7647058824,70.5882352941,72.0588235294,76.4705882353
1.1.2.6.2,Dirigenti ed equiparati delle università e degli enti di ricerca,89.4736842105,82.8947368421,80.2631578947,85.5263157895,85.5263157895,71.0526315789,78.9473684211,78.9473684211,84.2105263158,75,89.4736842105,80.2631578947,94.7368421053,72.3684210526,81.5789473684,84.2105263158
1.1.2.6.3,Dirigenti ed equiparati nella sanità,78,81,83,83,84,78,78,83,86,79,88,73,88,71,67,79
1.1.3.1.0,Dirigenti della magistratura ordinaria,88.2352941176,85.2941176471,82.3529411765,79.4117647059,80.8823529412,77.9411764706,73.5294117647,85.2941176471,86.7647058824,83.8235294118,91.1764705882,85.2941176471,92.6470588235,82.3529411765,63.2352941176,82.3529411765
1.1.3.2.0,Dirigenti della magistratura amministrativa e delle giurisdizioni speciali,78.9473684211,76.3157894737,80.2631578947,85.5263157895,75,67.1052631579,64.4736842105,81.5789473684,82.8947368421,73.6842105263,86.8421052632,82.8947368421,92.1052631579,77.6315789474,64.4736842105,82.8947368421
1.1.4.1.1,Dirigenti di partiti e movimenti politici,80.2631578947,84.2105263158,84.2105263158,80.2631578947,80.2631578947,84.2105263158,73.6842105263,77.6315789474,81.5789473684,73.6842105263,84.2105263158,67.1052631579,93.4210526316,68.4210526316,65.7894736842,69.7368421053
1.1.4.1.2,Dirigenti di sindacati e altre organizzazioni a tutela di interessi economici e sociali,85,81.25,86.25,83.75,85,81.25,77.5,83.75,83.75,82.5,92.5,83.75,90,77.5,78.75,83.75
1.1.4.2.0,"Dirigenti di associazioni umanitarie, culturali, scientifiche e sportive di interesse nazionale o sovranazionale",78.9473684211,84.2105263158,81.5789473684,78.9473684211,84.2105263158,76.3157894737,77.6315789474,82.8947368421,84.2105263158,80.2631578947,86.8421052632,75,86.8421052632,64.4736842105,73.6842105263,78.9473684211
1.2.1.1.0,"Imprenditori e amministratori di grandi aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca",84.2105263158,76.3157894737,81.5789473684,68.4210526316,68.4210526316,59.2105263158,63.1578947368,72.3684210526,73.6842105263,71.0526315789,81.5789473684,69.7368421053,71.0526315789,59.2105263158,73.6842105263,73.6842105263
1.2.1.2.0,"Imprenditori e amministratori di grandi aziende che operano nell'estrazione dei minerali, nella manifattura, nella produzione e distribuzione di energia elettrica, gas e acqua e nella gestione dei rifiuti",83.75,80,91.25,87.5,73.75,63.75,68.75,80,83.75,72.5,80,76.25,72.5,66.25,86.25,78.75
1.2.1.3.0,Imprenditori e amministratori di grandi aziende di costruzioni,80.9523809524,84.5238095238,89.2857142857,89.2857142857,72.619047619,51.1904761905,66.6666666667,78.5714285714,82.1428571429,73.8095238095,84.5238095238,79.7619047619,83.3333333333,65.4761904762,59.5238095238,77.380952381
1.2.1.4.0,Imprenditori e amministratori di grandi aziende nel commercio,77.6315789474,78.9473684211,93.4210526316,85.5263157895,81.5789473684,76.3157894737,65.7894736842,88.1578947368,90.7894736842,86.8421052632,86.8421052632,76.3157894737,88.1578947368,72.3684210526,71.0526315789,76.3157894737
1.2.1.5.0,Imprenditori e amministratori di grandi aziende nei servizi di alloggio e ristorazione,88.1578947368,90.7894736842,88.1578947368,92.1052631579,82.8947368421,68.4210526316,76.3157894737,90.7894736842,86.8421052632,86.8421052632,90.7894736842,90.7894736842,89.4736842105,67.1052631579,76.3157894737,85.5263157895
1.2.1.6.1,Imprenditori e amministratori di grandi aziende nel settore dei trasporti e magazzinaggio,80,71.25,81.25,82.5,81.25,65,63.75,83.75,78.75,71.25,85,81.25,83.75,67.5,65,67.5
1.2.1.6.2,"Imprenditori e amministratori di grandi aziende nei servizi editoriali, di produzione cinematografica, radiofonica e televisiva",91.25,90,90,91.25,87.5,75,82.5,88.75,86.25,85,93.75,88.75,97.5,88.75,77.5,86.25
1.2.1.6.3,Imprenditori e amministratori di grandi aziende nei servizi informatici e di telecomunicazione,76.6666666667,78.3333333333,76.6666666667,80,78.3333333333,53.3333333333,63.3333333333,76.6666666667,75,76.6666666667,85,68.3333333333,88.3333333333,60,81.6666666667,71.6666666667
1.2.1.7.0,"Imprenditori e amministratori di grandi banche, assicurazioni, agenzie immobiliari, di intermediazione finanziaria",80.9523809524,82.1428571429,86.9047619048,90.4761904762,67.8571428571,55.9523809524,64.2857142857,84.5238095238,83.3333333333,73.8095238095,79.7619047619,67.8571428571,89.2857142857,75,70.2380952381,73.8095238095
1.2.1.8.0,Imprenditori e amministratori di grandi aziende nei servizi alle imprese e alle persone,85,90,86.6666666667,85,70,53.3333333333,66.6666666667,85,86.6666666667,76.6666666667,86.6666666667,76.6666666667,81.6666666667,75,70,80
1.2.1.9.1,"Imprenditori e amministratori di grandi istituti scolastici, universitari e di ricerca privati",73.3333333333,80,78.3333333333,81.6666666667,86.6666666667,80,78.3333333333,81.6666666667,81.6666666667,80,85,71.6666666667,86.6666666667,60,70,80
1.2.1.9.2,"Imprenditori e amministratori di grandi ospedali, cliniche private o grandi aziende di assistenza sociale",80.9523809524,73.8095238095,77.380952381,79.7619047619,79.7619047619,79.7619047619,80.9523809524,84.5238095238,79.7619047619,75,86.9047619048,69.0476190476,89.2857142857,66.6666666667,67.8571428571,70.2380952381
1.2.1.9.3,"Imprenditori e amministratori di grandi aziende nel settore delle attività sportive, ricreative, di intrattenimento e di divertimento",70.5882352941,76.4705882353,77.9411764706,76.4705882353,77.9411764706,66.1764705882,73.5294117647,70.5882352941,75,72.0588235294,77.9411764706,70.5882352941,76.4705882353,64.7058823529,66.1764705882,70.5882352941
1.2.2.1.0,"Direttori e dirigenti generali di aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca",70,70,75,75,75,55,65,90,70,75,80,70,85,70,65,75
1.2.2.2.0,"Direttori e dirigenti generali di aziende che operano nella manifattura, nell'estrazione dei minerali, nella produzione e distribuzione di energia elettrica, gas, acqua e nelle attività di gestione dei rifiuti",77.380952381,72.619047619,83.3333333333,75,80.9523809524,59.5238095238,59.5238095238,78.5714285714,73.8095238095,70.2380952381,84.5238095238,75,84.5238095238,67.8571428571,64.2857142857,64.2857142857
1.2.2.3.0,Direttori e dirigenti generali di aziende nelle costruzioni,75,77.5,81.25,83.75,63.75,47.5,61.25,82.5,81.25,75,83.75,71.25,85,75,58.75,73.75
1.2.2.4.0,Direttori e dirigenti generali di aziende nel commercio,80,78.75,81.25,87.5,72.5,65,62.5,81.25,83.75,78.75,86.25,71.25,85,67.5,63.75,77.5
1.2.2.5.0,Direttori e dirigenti generali di aziende nel settore dei servizi di alloggio e ristorazione,82.5,83.75,88.75,92.5,83.75,65,70,90,87.5,82.5,92.5,88.75,87.5,75,83.75,82.5
1.2.2.6.1,Direttori e dirigenti generali di aziende nel settore dei trasporti e magazzinaggio,79.4117647059,72.0588235294,67.6470588235,72.0588235294,76.4705882353,57.3529411765,64.7058823529,80.8823529412,77.9411764706,76.4705882353,82.3529411765,77.9411764706,76.4705882353,66.1764705882,61.7647058824,69.1176470588
1.2.2.6.2,"Direttori e dirigenti generali di aziende nei servizi editoriali, di produzione cinematografica, radiofonica e televisiva",87.5,85,85,85,83.75,66.25,78.75,86.25,83.75,81.25,88.75,77.5,87.5,77.5,76.25,77.5
1.2.2.6.3,Direttori e dirigenti generali di aziende nei servizi informatici e di telecomunicazione,81.8181818182,81.8181818182,88.6363636364,84.0909090909,81.8181818182,75,84.0909090909,90.9090909091,88.6363636364,81.8181818182,86.3636363636,77.2727272727,90.9090909091,68.1818181818,79.5454545455,81.8181818182
1.2.2.7.0,"Direttori e dirigenti generali di banche, assicurazioni, agenzie immobiliari e di intermediazione finanziaria",85.2272727273,87.5,88.6363636364,89.7727272727,79.5454545455,56.8181818182,67.0454545455,80.6818181818,86.3636363636,85.2272727273,93.1818181818,81.8181818182,93.1818181818,81.8181818182,65.9090909091,77.2727272727
1.2.2.8.0,Direttori e dirigenti generali di aziende di servizi alle imprese e alle persone,81.25,89.5833333333,93.75,93.75,91.6666666667,70.8333333333,66.6666666667,93.75,87.5,89.5833333333,95.8333333333,81.25,97.9166666667,91.6666666667,75,83.3333333333
1.2.2.9.0,"Direttori e dirigenti generali di aziende nel settore delle attività sportive, ricreative, di intrattenimento e divertimento",76.3157894737,75,81.5789473684,80.2631578947,78.9473684211,71.0526315789,75,81.5789473684,78.9473684211,75,82.8947368421,78.9473684211,78.9473684211,68.4210526316,69.7368421053,73.6842105263
1.2.3.1.0,Direttori e dirigenti del dipartimento finanza ed amministrazione,84.4827586207,82.7586206897,82.7586206897,87.0689655172,80.1724137931,63.7931034483,67.2413793103,82.7586206897,88.7931034483,79.3103448276,90.5172413793,82.7586206897,90.5172413793,80.1724137931,68.1034482759,79.3103448276
1.2.3.2.0,"Direttori e dirigenti del dipartimento organizzazione, gestione delle risorse umane e delle relazioni industriali",87.962962963,81.4814814815,89.8148148148,90.7407407407,78.7037037037,81.4814814815,75.9259259259,87.962962963,85.1851851852,80.5555555556,87.037037037,74.0740740741,87.962962963,67.5925925926,71.2962962963,78.7037037037
1.2.3.3.0,Direttori e dirigenti del dipartimento vendite e commercializzazione,77.1739130435,76.0869565217,81.5217391304,76.0869565217,79.347826087,55.4347826087,61.9565217391,76.0869565217,78.2608695652,72.8260869565,81.5217391304,75,77.1739130435,58.6956521739,69.5652173913,63.0434782609
1.2.3.4.0,"Direttori e dirigenti del dipartimento comunicazione, pubblicità e pubbliche relazioni",67.5,67.5,73.75,73.75,68.75,55,57.5,75,73.75,71.25,78.75,72.5,78.75,68.75,68.75,66.25
1.2.3.5.0,Direttori e dirigenti del dipartimento approvvigionamento e distribuzione,75,77.6315789474,78.9473684211,80.2631578947,76.3157894737,60.5263157895,69.7368421053,81.5789473684,77.6315789474,69.7368421053,86.8421052632,75,82.8947368421,60.5263157895,69.7368421053,76.3157894737
1.2.3.6.0,Direttori e dirigenti del dipartimento servizi informatici,75,73.0769230769,78.8461538462,80.7692307692,71.1538461538,55.7692307692,65.3846153846,73.0769230769,71.1538461538,63.4615384615,78.8461538462,63.4615384615,71.1538461538,59.6153846154,69.2307692308,75
1.2.3.7.0,Direttori e dirigenti del dipartimento ricerca e sviluppo,86.3636363636,90.9090909091,88.6363636364,88.6363636364,75,72.7272727273,68.1818181818,75,77.2727272727,79.5454545455,84.0909090909,77.2727272727,77.2727272727,72.7272727273,68.1818181818,72.7272727273
1.2.3.9.0,Altri direttori e dirigenti di dipartimento,85.7142857143,92.8571428571,96.4285714286,92.8571428571,78.5714285714,67.8571428571,71.4285714286,85.7142857143,85.7142857143,85.7142857143,92.8571428571,78.5714285714,82.1428571429,82.1428571429,89.2857142857,92.8571428571
1.3.1.1.0,"Imprenditori e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca",81.5789473684,75,76.3157894737,51.3157894737,63.1578947368,56.5789473684,56.5789473684,64.4736842105,60.5263157895,73.6842105263,80.2631578947,65.7894736842,75,60.5263157895,67.1052631579,64.4736842105
1.3.1.2.0,"Imprenditori e responsabili di piccole aziende che operano nell'estrazione di minerali, nella manifattura, nella produzione e distribuzione di energia elettrica, gas e acqua e nelle attività di gestione dei rifiuti",87.5,65.1785714286,92.8571428571,83.9285714286,86.6071428571,75.8928571429,66.9642857143,78.5714285714,78.5714285714,83.0357142857,89.2857142857,81.25,81.25,71.4285714286,82.1428571429,81.25
1.3.1.3.0,Imprenditori e responsabili di piccole aziende nelle costruzioni,80.9523809524,88.0952380952,83.3333333333,84.5238095238,83.3333333333,64.2857142857,72.619047619,85.7142857143,83.3333333333,83.3333333333,85.7142857143,80.9523809524,85.7142857143,78.5714285714,71.4285714286,79.7619047619
1.3.1.4.0,Imprenditori e responsabili di piccole aziende nel commercio,52.5,45,60,37.5,51.25,38.75,37.5,68.75,65,46.25,60,63.75,66.25,50,40,38.75
1.3.1.5.0,"Imprenditori e responsabili di piccoli alberghi, alloggi o aree di campeggio e di piccoli esercizi di ristorazione",73.8636363636,68.1818181818,73.8636363636,68.1818181818,68.1818181818,62.5,63.6363636364,67.0454545455,71.5909090909,65.9090909091,80.6818181818,71.5909090909,72.7272727273,63.6363636364,65.9090909091,64.7727272727
1.3.1.6.1,Imprenditori e responsabili di piccole aziende nei trasporti e magazzinaggio,76.4705882353,69.1176470588,66.1764705882,69.1176470588,66.1764705882,58.8235294118,50,73.5294117647,70.5882352941,69.1176470588,80.8823529412,70.5882352941,75,66.1764705882,60.2941176471,61.7647058824
1.3.1.6.2,"Imprenditori e responsabili di piccole aziende nei servizi editoriali, di produzione cinematografica, radiofonica e televisiva",77.5,72.5,85,72.5,78.75,65,67.5,75,73.75,75,81.25,78.75,80,76.25,78.75,76.25
1.3.1.6.3,Imprenditori e responsabili di piccole aziende nei servizi informatici e di telecomunicazione,70.2380952381,73.8095238095,77.380952381,69.0476190476,67.8571428571,45.2380952381,54.7619047619,67.8571428571,66.6666666667,65.4761904762,67.8571428571,72.619047619,69.0476190476,57.1428571429,64.2857142857,75
1.3.1.7.0,"Imprenditori e responsabili di piccoli istituti di credito e di intermediazione finanziaria, assicurativa e immobiliare",75,70.2380952381,76.1904761905,69.0476190476,70.2380952381,58.3333333333,55.9523809524,76.1904761905,76.1904761905,71.4285714286,83.3333333333,72.619047619,82.1428571429,65.4761904762,57.1428571429,69.0476190476
1.3.1.8.0,Imprenditori e responsabili di piccole aziende nei servizi alle imprese e alle persone,89.2857142857,67.8571428571,67.8571428571,71.4285714286,78.5714285714,60.7142857143,71.4285714286,67.8571428571,71.4285714286,71.4285714286,89.2857142857,71.4285714286,75,57.1428571429,53.5714285714,67.8571428571
1.3.1.9.1,"Imprenditori e responsabili di piccole aziende nei servizi di istruzione, formazione e ricerca",83.8235294118,85.2941176471,89.7058823529,86.7647058824,82.3529411765,75,76.4705882353,75,77.9411764706,79.4117647059,89.7058823529,88.2352941176,92.6470588235,89.7058823529,89.7058823529,86.7647058824
1.3.1.9.2,Imprenditori e responsabili di piccole aziende nei servizi di sanità e assistenza sociale,84.375,84.375,71.875,81.25,84.375,71.875,62.5,84.375,84.375,84.375,81.25,75,90.625,75,65.625,65.625
1.3.1.9.3,"Imprenditori e responsabili di piccole aziende nel settore delle attività sportive, ricreative, di intrattenimento e divertimento",85.5263157895,75,86.8421052632,85.5263157895,89.4736842105,82.8947368421,84.2105263158,88.1578947368,89.4736842105,85.5263157895,92.1052631579,77.6315789474,90.7894736842,85.5263157895,80.2631578947,78.9473684211
2.1.1.1.1,Fisici,89.2857142857,90.4761904762,90.4761904762,75,86.9047619048,65.4761904762,82.1428571429,63.0952380952,66.6666666667,75,84.5238095238,84.5238095238,83.3333333333,80.9523809524,94.0476190476,95.2380952381
2.1.1.1.2,Astronomi ed astrofisici,69.3181818182,70.4545454545,73.8636363636,67.0454545455,67.0454545455,44.3181818182,59.0909090909,59.0909090909,70.4545454545,61.3636363636,69.3181818182,68.1818181818,73.8636363636,63.6363636364,72.7272727273,72.7272727273
2.1.1.2.1,Chimici e professioni assimilate,77.6315789474,68.4210526316,76.3157894737,64.4736842105,72.3684210526,53.9473684211,46.0526315789,72.3684210526,72.3684210526,65.7894736842,85.5263157895,84.2105263158,75,69.7368421053,67.1052631579,69.7368421053
2.1.1.2.2,Chimici informatori e divulgatori,86.25,81.25,80,58.75,60,50,42.5,81.25,82.5,82.5,83.75,80,60,73.75,60,82.5
2.1.1.3.1,Matematici,95,92.5,88.75,72.5,86.25,56.25,72.5,71.25,75,75,86.25,90,73.75,81.25,92.5,95
2.1.1.3.2,Statistici,84.2592592593,83.3333333333,79.6296296296,59.2592592593,77.7777777778,51.8518518519,62.962962963,64.8148148148,75,72.2222222222,87.037037037,87.037037037,70.3703703704,70.3703703704,70.3703703704,92.5925925926
2.1.1.4.1,Analisti e progettisti di software,78.90625,65.625,71.875,59.375,71.09375,43.75,60.9375,65.625,71.09375,64.84375,85.15625,83.59375,63.28125,59.375,75.78125,81.25
2.1.1.4.2,Analisti di sistema,73.6111111111,69.4444444444,70.8333333333,55.5555555556,70.8333333333,50,63.8888888889,69.4444444444,80.5555555556,69.4444444444,79.1666666667,76.3888888889,69.4444444444,73.6111111111,70.8333333333,79.1666666667
2.1.1.4.3,Analisti e progettisti di applicazioni web,82.1428571429,71.4285714286,79.7619047619,59.5238095238,60.7142857143,39.2857142857,47.619047619,71.4285714286,76.1904761905,75,85.7142857143,84.5238095238,58.3333333333,69.0476190476,78.5714285714,88.0952380952
2.1.1.5.1,Specialisti in reti e comunicazioni informatiche,75,83.3333333333,86.1111111111,61.1111111111,76.3888888889,36.1111111111,59.7222222222,70.8333333333,81.9444444444,75,90.2777777778,88.8888888889,79.1666666667,63.8888888889,70.8333333333,83.3333333333
2.1.1.5.2,Analisti e progettisti di basi dati,73.75,66.25,62.5,46.25,65,42.5,43.75,63.75,73.75,75,80,73.75,65,52.5,57.5,81.25
2.1.1.5.3,Amministratori di sistemi,84.0909090909,73.8636363636,71.5909090909,57.9545454545,71.5909090909,39.7727272727,57.9545454545,64.7727272727,78.4090909091,72.7272727273,82.9545454545,79.5454545455,67.0454545455,60.2272727273,60.2272727273,80.6818181818
2.1.1.5.4,Specialisti in sicurezza informatica,71.875,65.625,71.875,48.4375,67.1875,34.375,56.25,67.1875,73.4375,60.9375,90.625,81.25,81.25,59.375,67.1875,78.125
2.1.1.6.1,Geologi,73.275862069,70.6896551724,78.4482758621,58.6206896552,67.2413793103,37.9310344828,42.2413793103,57.7586206897,67.2413793103,65.5172413793,85.3448275862,75.8620689655,81.0344827586,68.1034482759,50,76.724137931
2.1.1.6.2,Paleontologi,88.75,80,85,72.5,76.25,57.5,73.75,70,78.75,73.75,86.25,88.75,80,78.75,76.25,85
2.1.1.6.3,Geofisici,75,80,86.25,70,82.5,60,71.25,76.25,81.25,76.25,90,87.5,87.5,73.75,76.25,92.5
2.1.1.6.4,Meteorologi,77.380952381,63.0952380952,72.619047619,47.619047619,70.2380952381,35.7142857143,63.0952380952,61.9047619048,58.3333333333,61.9047619048,83.3333333333,76.1904761905,69.0476190476,65.4761904762,72.619047619,84.5238095238
2.1.1.6.5,Idrologi,76.25,73.75,81.25,56.25,60,28.75,48.75,57.5,67.5,72.5,83.75,78.75,78.75,72.5,60,78.75
2.2.1.1.1,Ingegneri meccanici,78.2608695652,75,78.2608695652,64.1304347826,76.0869565217,56.5217391304,64.1304347826,73.9130434783,72.8260869565,70.652173913,83.6956521739,80.4347826087,77.1739130435,60.8695652174,63.0434782609,80.4347826087
2.2.1.1.2,Ingegneri navali,80,80,76.25,72.5,72.5,37.5,62.5,76.25,81.25,66.25,83.75,77.5,71.25,63.75,63.75,76.25
2.2.1.1.3,Ingegneri aerospaziali e astronautici,85.5769230769,80.7692307692,81.7307692308,78.8461538462,81.7307692308,50,75.9615384615,81.7307692308,84.6153846154,74.0384615385,89.4230769231,82.6923076923,84.6153846154,58.6538461538,59.6153846154,78.8461538462
2.2.1.1.4,Ingegneri energetici e nucleari,71.1538461538,73.0769230769,75,75,71.1538461538,42.3076923077,59.6153846154,61.5384615385,75,61.5384615385,76.9230769231,82.6923076923,65.3846153846,71.1538461538,65.3846153846,78.8461538462
2.2.1.2.1,Ingegneri metallurgici,80,72.5,77.5,71.25,78.75,55,68.75,73.75,72.5,78.75,83.75,77.5,73.75,56.25,57.5,71.25
2.2.1.2.2,Ingegneri minerari,75,76.25,81.25,66.25,80,43.75,68.75,73.75,75,72.5,80,82.5,71.25,70,63.75,70
2.2.1.3.0,Ingegneri elettrotecnici e dell'automazione industriale,80.5555555556,80.5555555556,83.3333333333,72.2222222222,83.3333333333,50,58.3333333333,75,80.5555555556,72.2222222222,88.8888888889,83.3333333333,75,55.5555555556,77.7777777778,77.7777777778
2.2.1.4.1,Ingegneri elettronici,85.7142857143,80.9523809524,84.5238095238,66.6666666667,69.0476190476,46.4285714286,63.0952380952,60.7142857143,70.2380952381,72.619047619,85.7142857143,82.1428571429,73.8095238095,61.9047619048,75,83.3333333333
2.2.1.4.2,Ingegneri progettisti di calcolatori e loro periferiche,80.8823529412,76.4705882353,79.4117647059,51.4705882353,67.6470588235,41.1764705882,48.5294117647,60.2941176471,60.2941176471,57.3529411765,77.9411764706,70.5882352941,60.2941176471,61.7647058824,67.6470588235,85.2941176471
2.2.1.4.3,Ingegneri in telecomunicazioni,78.9473684211,75,71.0526315789,52.6315789474,69.7368421053,44.7368421053,61.8421052632,55.2631578947,71.0526315789,67.1052631579,77.6315789474,81.5789473684,67.1052631579,63.1578947368,67.1052631579,81.5789473684
2.2.1.5.1,Ingegneri chimici e petroliferi,66.25,72.5,66.25,62.5,61.25,33.75,51.25,63.75,63.75,66.25,70,73.75,62.5,61.25,56.25,76.25
2.2.1.5.2,Ingegneri dei materiali,82.8125,82.8125,82.8125,78.125,82.8125,65.625,78.125,84.375,76.5625,84.375,87.5,81.25,85.9375,65.625,84.375,84.375
2.2.1.6.1,Ingegneri edili e ambientali,77.0833333333,76.0416666667,77.0833333333,65.625,71.875,45.8333333333,69.7916666667,73.9583333333,77.0833333333,73.9583333333,81.25,82.2916666667,73.9583333333,65.625,63.5416666667,67.7083333333
2.2.1.6.2,Ingegneri idraulici,83.75,86.25,85,68.75,77.5,46.25,67.5,75,80,72.5,85,86.25,76.25,65,60,82.5
2.2.1.7.0,Ingegneri industriali e gestionali,89.2857142857,83.9285714286,85.7142857143,78.5714285714,75,62.5,62.5,83.9285714286,76.7857142857,78.5714285714,91.0714285714,78.5714285714,91.0714285714,78.5714285714,73.2142857143,87.5
2.2.1.8.0,Ingegneri biomedici e bioingegneri,86.5384615385,80.7692307692,86.5384615385,71.1538461538,80.7692307692,53.8461538462,80.7692307692,78.8461538462,80.7692307692,80.7692307692,86.5384615385,86.5384615385,86.5384615385,71.1538461538,78.8461538462,86.5384615385
2.2.2.1.1,Architetti,78,72,76,62,66,49,55,72,73,71,84,85,78,66,66,69
2.2.2.1.2,"Pianificatori, paesaggisti e specialisti del recupero e della conservazione del territorio",75,75,77.5,73.75,76.25,57.5,70,66.25,66.25,71.25,83.75,86.25,80,66.25,72.5,72.5
2.2.2.2.0,Cartografi e fotogrammetristi,78.75,71.25,65,43.75,67.5,38.75,63.75,58.75,67.5,65,80,76.25,67.5,53.75,57.5,62.5
2.3.1.1.1,Biologi e professioni assimilate,69.5652173913,67.3913043478,76.0869565217,61.9565217391,71.7391304348,58.6956521739,67.3913043478,63.0434782609,71.7391304348,71.7391304348,76.0869565217,79.347826087,80.4347826087,59.7826086957,67.3913043478,73.9130434783
2.3.1.1.2,Biochimici,81.5789473684,84.2105263158,81.5789473684,71.0526315789,80.2631578947,53.9473684211,82.8947368421,68.4210526316,77.6315789474,80.2631578947,84.2105263158,86.8421052632,82.8947368421,77.6315789474,78.9473684211,89.4736842105
2.3.1.1.3,Biofisici,80.8823529412,85.2941176471,79.4117647059,72.0588235294,75,52.9411764706,72.0588235294,61.7647058824,72.0588235294,75,79.4117647059,91.1764705882,77.9411764706,72.0588235294,80.8823529412,92.6470588235
2.3.1.1.4,Biotecnologi,80,75,72,51,76,45,72,76,76,72,83,81,78,55,71,76
2.3.1.1.5,Botanici,76.3157894737,69.7368421053,72.3684210526,60.5263157895,68.4210526316,50,69.7368421053,61.8421052632,61.8421052632,60.5263157895,73.6842105263,72.3684210526,69.7368421053,63.1578947368,65.7894736842,68.4210526316
2.3.1.1.6,Zoologi,86.7647058824,76.4705882353,83.8235294118,77.9411764706,80.8823529412,64.7058823529,72.0588235294,63.2352941176,70.5882352941,73.5294117647,83.8235294118,85.2941176471,72.0588235294,52.9411764706,72.0588235294,88.2352941176
2.3.1.1.7,Ecologi,90.4761904762,91.6666666667,94.0476190476,76.1904761905,88.0952380952,69.0476190476,83.3333333333,78.5714285714,84.5238095238,86.9047619048,89.2857142857,85.7142857143,85.7142857143,72.619047619,85.7142857143,94.0476190476
